symbol	geneid	oe_lof	oe_mis	pLI	pRec	pNull
DNAH8	1769	5.8572e-01	9.2905e-01	1.1489e-60	1.0000e+00	9.3821e-10
DNAH8	ENSG00000124721	5.8572e-01	9.2905e-01	1.1489e-60	1.0000e+00	9.3821e-10
DNAH9	1770	6.2395e-01	1.0024e+00	3.0547e-60	1.0000e+00	3.3571e-06
DNAH9	ENSG00000007174	6.2395e-01	1.0024e+00	3.0547e-60	1.0000e+00	3.3571e-06
DNAI1	27019	4.9429e-01	1.0430e+00	2.4183e-08	9.9893e-01	1.0746e-03
DNAI1	ENSG00000122735	4.9429e-01	1.0430e+00	2.4183e-08	9.9893e-01	1.0746e-03
DNAI2	64446	6.9843e-01	9.3716e-01	9.5317e-13	6.8903e-01	3.1097e-01
DNAI2	ENSG00000171595	6.9843e-01	9.3716e-01	9.5317e-13	6.8903e-01	3.1097e-01
DNAJA1	3301	2.7462e-01	5.7677e-01	9.0813e-02	9.0886e-01	3.2514e-04
DNAJA1	ENSG00000086061	2.7462e-01	5.7677e-01	9.0813e-02	9.0886e-01	3.2514e-04
DNAJA2	10294	4.4408e-02	5.4860e-01	9.9796e-01	2.0400e-03	1.0834e-08
DNAJA2	ENSG00000069345	4.4408e-02	5.4860e-01	9.9796e-01	2.0400e-03	1.0834e-08
DNAJA3	9093	3.2672e-01	1.0640e+00	9.8017e-03	9.8980e-01	4.0062e-04
DNAJA3	ENSG00000103423	3.2672e-01	1.0640e+00	9.8017e-03	9.8980e-01	4.0062e-04
DNAJA4	55466	3.9548e-01	8.3041e-01	2.0027e-03	9.9404e-01	3.9585e-03
DNAJA4	ENSG00000140403	3.9548e-01	8.3041e-01	2.0027e-03	9.9404e-01	3.9585e-03
DNAJB1	3337	3.7277e-01	9.7458e-01	3.9437e-02	9.3256e-01	2.8005e-02
DNAJB1	ENSG00000132002	3.7277e-01	9.7458e-01	3.9437e-02	9.3256e-01	2.8005e-02
DNAJB11	51726	2.4631e-01	6.4357e-01	2.2551e-01	7.7419e-01	2.9454e-04
DNAJB11	ENSG00000090520	2.4631e-01	6.4357e-01	2.2551e-01	7.7419e-01	2.9454e-04
DNAJB12	54788	2.1568e-01	8.9970e-01	4.4012e-01	5.5963e-01	2.5279e-04
DNAJB12	ENSG00000148719	2.1568e-01	8.9970e-01	4.4012e-01	5.5963e-01	2.5279e-04
DNAJB13	374407	4.1698e-01	8.6059e-01	2.8524e-03	9.8562e-01	1.1532e-02
DNAJB13	ENSG00000187726	4.1698e-01	8.6059e-01	2.8524e-03	9.8562e-01	1.1532e-02
DNAJB14	79982	1.3589e-01	6.6614e-01	9.3874e-01	6.1258e-02	1.9237e-06
DNAJB14	ENSG00000164031	1.3589e-01	6.6614e-01	9.3874e-01	6.1258e-02	1.9237e-06
DNAJB2	3300	5.8861e-01	8.5748e-01	5.4440e-05	8.9125e-01	1.0870e-01
DNAJB2	ENSG00000135924	5.8861e-01	8.5748e-01	5.4440e-05	8.9125e-01	1.0870e-01
DNAJB4	11080	3.9425e-01	7.4953e-01	1.6227e-02	9.6190e-01	2.1870e-02
DNAJB4	ENSG00000162616	3.9425e-01	7.4953e-01	1.6227e-02	9.6190e-01	2.1870e-02
DNAJB5	25822	2.5655e-01	4.4434e-01	2.0629e-01	7.9196e-01	1.7483e-03
DNAJB5	ENSG00000137094	2.5655e-01	4.4434e-01	2.0629e-01	7.9196e-01	1.7483e-03
DNAJB6	10049	1.5377e-01	7.6273e-01	8.5436e-01	1.4562e-01	1.8150e-05
DNAJB6	ENSG00000105993	1.5377e-01	7.6273e-01	8.5436e-01	1.4562e-01	1.8150e-05
DNAJB7	150353	1.2779e+00	1.1700e+00	8.5920e-09	4.6337e-02	9.5366e-01
DNAJB7	ENSG00000172404	1.2779e+00	1.1700e+00	8.5920e-09	4.6337e-02	9.5366e-01
DNAJB8	165721	4.2140e-01	1.1162e+00	9.5207e-02	7.7994e-01	1.2486e-01
DNAJB8	ENSG00000179407	4.2140e-01	1.1162e+00	9.5207e-02	7.7994e-01	1.2486e-01
DNAJB9	4189	2.2385e-01	1.1184e+00	3.6507e-01	6.2439e-01	1.0544e-02
DNAJB9	ENSG00000128590	2.2385e-01	1.1184e+00	3.6507e-01	6.2439e-01	1.0544e-02
DNAJC1	64215	5.5467e-01	9.1444e-01	1.3254e-08	9.8775e-01	1.2253e-02
DNAJC1	ENSG00000136770	5.5467e-01	9.1444e-01	1.3254e-08	9.8775e-01	1.2253e-02
DNAJC10	54431	4.4211e-01	1.0152e+00	1.1869e-08	9.9998e-01	2.4802e-05
DNAJC10	ENSG00000077232	4.4211e-01	1.0152e+00	1.1869e-08	9.9998e-01	2.4802e-05
DNAJC11	55735	1.0677e-01	7.1455e-01	9.9893e-01	1.0747e-03	1.8811e-11
DNAJC11	ENSG00000007923	1.0677e-01	7.1455e-01	9.9893e-01	1.0747e-03	1.8811e-11
DNAJC12	56521	7.9158e-01	9.8263e-01	2.0723e-06	4.7679e-01	5.2321e-01
DNAJC12	ENSG00000108176	7.9158e-01	9.8263e-01	2.0723e-06	4.7679e-01	5.2321e-01
DNAJC13	23317	1.3129e-01	8.1166e-01	1.0000e+00	2.4864e-09	3.3523e-34
DNAJC13	ENSG00000138246	1.3129e-01	8.1166e-01	1.0000e+00	2.4864e-09	3.3523e-34
DNAJC14	85406	0.0000e+00	7.8081e-01	9.9999e-01	6.5444e-06	4.4984e-14
DNAJC14	ENSG00000135392	0.0000e+00	7.8081e-01	9.9999e-01	6.5444e-06	4.4984e-14
DNAJC15	29103	1.3587e+00	1.1322e+00	1.6820e-10	1.7143e-02	9.8286e-01
DNAJC15	ENSG00000120675	1.3587e+00	1.1322e+00	1.6820e-10	1.7143e-02	9.8286e-01
DNAJC16	23341	5.5678e-01	9.4947e-01	3.6232e-11	9.9589e-01	4.1104e-03
DNAJC16	ENSG00000116138	5.5678e-01	9.4947e-01	3.6232e-11	9.9589e-01	4.1104e-03
DNAJC17	55192	3.9476e-01	9.4360e-01	2.0308e-03	9.9409e-01	3.8804e-03
DNAJC17	ENSG00000104129	3.9476e-01	9.4360e-01	2.0308e-03	9.9409e-01	3.8804e-03
DNAJC18	202052	6.4931e-01	7.3152e-01	4.8219e-08	8.4271e-01	1.5729e-01
DNAJC18	ENSG00000170464	6.4931e-01	7.3152e-01	4.8219e-08	8.4271e-01	1.5729e-01
DNAJC19	131118	6.6447e-01	6.9116e-01	6.1275e-04	7.4075e-01	2.5864e-01
DNAJC19	ENSG00000205981	6.6447e-01	6.9116e-01	6.1275e-04	7.4075e-01	2.5864e-01
DNAJC2	27000	1.4784e-01	7.5673e-01	9.9102e-01	8.9795e-03	1.3720e-10
DNAJC2	ENSG00000105821	1.4784e-01	7.5673e-01	9.9102e-01	8.9795e-03	1.3720e-10
DNAJC21	134218	4.8022e-01	9.5967e-01	2.1006e-07	9.9882e-01	1.1776e-03
DNAJC21	ENSG00000168724	4.8022e-01	9.5967e-01	2.1006e-07	9.9882e-01	1.1776e-03
DNAJC22	79962	8.9270e-01	1.0278e+00	2.9031e-06	3.3338e-01	6.6661e-01
DNAJC22	ENSG00000178401	8.9270e-01	1.0278e+00	2.9031e-06	3.3338e-01	6.6661e-01
DNAJC24	120526	1.1446e+00	7.8557e-01	5.0103e-07	1.3191e-01	8.6809e-01
DNAJC24	ENSG00000170946	1.1446e+00	7.8557e-01	5.0103e-07	1.3191e-01	8.6809e-01
DNAJC25	548645	6.3093e-01	7.9182e-01	1.2112e-05	8.3677e-01	1.6322e-01
DNAJC25	ENSG00000059769	6.3093e-01	7.9182e-01	1.2112e-05	8.3677e-01	1.6322e-01
DNAJC25-GNG10	552891	1.0841e+00	6.4086e-01	1.3097e-03	4.3105e-01	5.6764e-01
DNAJC25-GNG10	ENSG00000244115	1.0841e+00	6.4086e-01	1.3097e-03	4.3105e-01	5.6764e-01
DNAJC27	51277	4.7601e-01	8.9198e-01	1.2809e-03	9.6421e-01	3.4506e-02
DNAJC27	ENSG00000115137	4.7601e-01	8.9198e-01	1.2809e-03	9.6421e-01	3.4506e-02
DNAJC28	54943	8.7434e-01	9.9694e-01	1.6455e-08	2.3102e-01	7.6898e-01
DNAJC28	ENSG00000177692	8.7434e-01	9.9694e-01	1.6455e-08	2.3102e-01	7.6898e-01
DNAJC3	5611	2.9543e-01	7.0337e-01	1.7493e-02	9.8247e-01	3.4654e-05
DNAJC3	ENSG00000102580	2.9543e-01	7.0337e-01	1.7493e-02	9.8247e-01	3.4654e-05
DNAJC30	84277	5.5974e-01	1.2582e+00	2.3092e-02	7.8234e-01	1.9457e-01
DNAJC30	ENSG00000176410	5.5974e-01	1.2582e+00	2.3092e-02	7.8234e-01	1.9457e-01
DNAJC4	3338	1.1360e+00	1.0301e+00	1.8113e-10	3.4261e-02	9.6574e-01
DNAJC4	ENSG00000110011	1.1360e+00	1.0301e+00	1.8113e-10	3.4261e-02	9.6574e-01
DNAJC5	80331	1.0114e-01	5.4297e-01	8.1216e-01	1.8696e-01	8.7627e-04
DNAJC5	ENSG00000101152	1.0114e-01	5.4297e-01	8.1216e-01	1.8696e-01	8.7627e-04
DNAJC5B	85479	9.2174e-01	9.2868e-01	2.2936e-06	2.9661e-01	7.0339e-01
DNAJC5B	ENSG00000147570	9.2174e-01	9.2868e-01	2.2936e-06	2.9661e-01	7.0339e-01
DNAJC5G	285126	8.3982e-01	9.8491e-01	5.8532e-05	4.7729e-01	5.2265e-01
DNAJC5G	ENSG00000163793	8.3982e-01	9.8491e-01	5.8532e-05	4.7729e-01	5.2265e-01
DNAJC6	9829	1.0574e-01	8.0391e-01	9.9986e-01	1.4211e-04	2.7523e-14
DNAJC6	ENSG00000116675	1.0574e-01	8.0391e-01	9.9986e-01	1.4211e-04	2.7523e-14
DNAJC7	7266	1.2701e-01	5.7447e-01	9.9007e-01	9.9333e-03	4.2910e-09
DNAJC7	ENSG00000168259	1.2701e-01	5.7447e-01	9.9007e-01	9.9333e-03	4.2910e-09
DNAJC8	22826	2.9718e-01	6.2615e-01	5.0961e-02	9.4821e-01	8.2639e-04
DNAJC8	ENSG00000126698	2.9718e-01	6.2615e-01	5.0961e-02	9.4821e-01	8.2639e-04
DNAJC9	23234	4.3915e-01	9.7117e-01	4.5264e-03	9.6741e-01	2.8064e-02
DNAJC9	ENSG00000213551	4.3915e-01	9.7117e-01	4.5264e-03	9.6741e-01	2.8064e-02
DNAL1	83544	4.4935e-01	6.3674e-01	8.8801e-03	9.4176e-01	4.9362e-02
DNAL1	ENSG00000119661	4.4935e-01	6.3674e-01	8.8801e-03	9.4176e-01	4.9362e-02
DNAL4	10126	8.1592e-01	8.4331e-01	2.8273e-03	5.9122e-01	4.0596e-01
DNAL4	ENSG00000100246	8.1592e-01	8.4331e-01	2.8273e-03	5.9122e-01	4.0596e-01
DNALI1	7802	9.9808e-01	9.9666e-01	4.1201e-11	5.2728e-02	9.4727e-01
DNALI1	ENSG00000163879	9.9808e-01	9.9666e-01	4.1201e-11	5.2728e-02	9.4727e-01
DNASE1	1773	1.6476e+00	1.5486e+00	6.9801e-21	3.4349e-05	9.9997e-01
DNASE1	ENSG00000213918	1.6476e+00	1.5486e+00	6.9801e-21	3.4349e-05	9.9997e-01
DNASE1L1	1774	2.1754e-01	8.3120e-01	3.8833e-01	6.0281e-01	8.8567e-03
DNASE1L1	ENSG00000013563	2.1754e-01	8.3120e-01	3.8833e-01	6.0281e-01	8.8567e-03
DNASE1L2	1775	8.4446e-01	1.0702e+00	3.3152e-07	3.4257e-01	6.5743e-01
DNASE1L2	ENSG00000167968	8.4446e-01	1.0702e+00	3.3152e-07	3.4257e-01	6.5743e-01
DNASE1L3	1776	6.4380e-01	1.0054e+00	3.0012e-05	8.0219e-01	1.9778e-01
DNASE1L3	ENSG00000163687	6.4380e-01	1.0054e+00	3.0012e-05	8.0219e-01	1.9778e-01
DNASE2	1777	4.9018e-01	8.7037e-01	4.5225e-04	9.6811e-01	3.1438e-02
DNASE2	ENSG00000105612	4.9018e-01	8.7037e-01	4.5225e-04	9.6811e-01	3.1438e-02
DNASE2B	58511	1.1494e+00	9.6727e-01	3.6644e-16	2.9048e-03	9.9710e-01
DNASE2B	ENSG00000137976	1.1494e+00	9.6727e-01	3.6644e-16	2.9048e-03	9.9710e-01
DND1	373863	2.1279e-01	5.8527e-01	4.3615e-01	5.6257e-01	1.2820e-03
DND1	ENSG00000256453	2.1279e-01	5.8527e-01	4.3615e-01	5.6257e-01	1.2820e-03
DNER	92737	2.4333e-01	9.2029e-01	1.8590e-01	8.1409e-01	3.6393e-06
DNER	ENSG00000187957	2.4333e-01	9.2029e-01	1.8590e-01	8.1409e-01	3.6393e-06
DNHD1	144132	7.0339e-01	8.0714e-01	1.2016e-72	4.6407e-01	5.3593e-01
DNHD1	ENSG00000179532	7.0339e-01	8.0714e-01	1.2016e-72	4.6407e-01	5.3593e-01
DNLZ	728489	1.1526e+00	1.2796e+00	2.4737e-04	3.3235e-01	6.6740e-01
DNLZ	ENSG00000213221	1.1526e+00	1.2796e+00	2.4737e-04	3.3235e-01	6.6740e-01
DNM1	1759	1.2772e-01	3.5474e-01	9.9917e-01	8.2830e-04	4.0832e-13
DNM1	ENSG00000106976	1.2772e-01	3.5474e-01	9.9917e-01	8.2830e-04	4.0832e-13
DNM1L	10059	3.2334e-01	4.6361e-01	5.6753e-04	9.9943e-01	1.6830e-06
DNM1L	ENSG00000087470	3.2334e-01	4.6361e-01	5.6753e-04	9.9943e-01	1.6830e-06
DNM2	1785	6.9552e-02	5.7306e-01	9.9998e-01	2.4806e-05	9.5697e-15
DNM2	ENSG00000079805	6.9552e-02	5.7306e-01	9.9998e-01	2.4806e-05	9.5697e-15
DNM3	26052	3.0394e-01	6.5386e-01	2.4197e-03	9.9758e-01	1.0323e-06
DNM3	ENSG00000197959	3.0394e-01	6.5386e-01	2.4197e-03	9.9758e-01	1.0323e-06
DNMBP	23268	5.4989e-01	9.3806e-01	5.7164e-17	9.9983e-01	1.7139e-04
DNMBP	ENSG00000107554	5.4989e-01	9.3806e-01	5.7164e-17	9.9983e-01	1.7139e-04
DNMT1	1786	7.6163e-02	5.5041e-01	1.0000e+00	2.1728e-10	7.6908e-30
DNMT1	ENSG00000130816	7.6163e-02	5.5041e-01	1.0000e+00	2.1728e-10	7.6908e-30
DNMT3A	1788	1.2550e+00	5.9401e-01	7.3538e-39	4.2717e-08	1.0000e+00
DNMT3A	ENSG00000119772	1.2550e+00	5.9401e-01	7.3538e-39	4.2717e-08	1.0000e+00
DNMT3B	1789	2.3568e-01	8.1376e-01	1.9964e-01	8.0036e-01	1.0691e-09
DNMT3B	ENSG00000088305	2.3568e-01	8.1376e-01	1.9964e-01	8.0036e-01	1.0691e-09
DNMT3L	29947	8.9266e-01	9.8135e-01	8.4150e-13	7.2716e-02	9.2728e-01
DNMT3L	ENSG00000142182	8.9266e-01	9.8135e-01	8.4150e-13	7.2716e-02	9.2728e-01
DNPEP	23549	6.1233e-01	9.4103e-01	3.1627e-08	9.2654e-01	7.3465e-02
DNPEP	ENSG00000123992	6.1233e-01	9.4103e-01	3.1627e-08	9.2654e-01	7.3465e-02
DNPH1	10591	4.9300e-01	8.1635e-01	3.2074e-02	8.2838e-01	1.3954e-01
DNPH1	ENSG00000112667	4.9300e-01	8.1635e-01	3.2074e-02	8.2838e-01	1.3954e-01
DNTT	1791	6.9046e-01	1.0769e+00	2.9548e-10	7.2513e-01	2.7487e-01
DNTT	ENSG00000107447	6.9046e-01	1.0769e+00	2.9548e-10	7.2513e-01	2.7487e-01
DNTTIP1	116092	1.8340e-01	5.5953e-01	7.2720e-01	2.7277e-01	2.1351e-05
DNTTIP1	ENSG00000101457	1.8340e-01	5.5953e-01	7.2720e-01	2.7277e-01	2.1351e-05
DNTTIP2	30836	6.0276e-01	9.1610e-01	1.3493e-08	9.4676e-01	5.3237e-02
DNTTIP2	ENSG00000067334	6.0276e-01	9.1610e-01	1.3493e-08	9.4676e-01	5.3237e-02
DOC2A	8448	3.6725e-01	8.0979e-01	6.7028e-03	9.8988e-01	3.4174e-03
DOC2A	ENSG00000149927	3.6725e-01	8.0979e-01	6.7028e-03	9.8988e-01	3.4174e-03
DOC2B	8447	4.6564e-01	5.7592e-01	1.7055e-02	8.9786e-01	8.5084e-02
DOC2B	ENSG00000272636	4.6564e-01	5.7592e-01	1.7055e-02	8.9786e-01	8.5084e-02
DOCK1	1793	2.4978e-01	7.8797e-01	6.8117e-03	9.9319e-01	1.8247e-18
DOCK1	ENSG00000150760	2.4978e-01	7.8797e-01	6.8117e-03	9.9319e-01	1.8247e-18
DOCK10	55619	2.9051e-01	8.4032e-01	2.5524e-06	1.0000e+00	5.2297e-17
DOCK10	ENSG00000135905	2.9051e-01	8.4032e-01	2.5524e-06	1.0000e+00	5.2297e-17
DOCK11	139818	2.5652e-01	7.1887e-01	1.2097e-02	9.8790e-01	1.3887e-12
DOCK11	ENSG00000147251	2.5652e-01	7.1887e-01	1.2097e-02	9.8790e-01	1.3887e-12
DOCK2	1794	1.7963e-01	6.5531e-01	9.9969e-01	3.1007e-04	7.1864e-24
DOCK2	ENSG00000134516	1.7963e-01	6.5531e-01	9.9969e-01	3.1007e-04	7.1864e-24
DOCK3	1795	9.5432e-02	6.7197e-01	1.0000e+00	2.5575e-11	7.0297e-35
DOCK3	ENSG00000088538	9.5432e-02	6.7197e-01	1.0000e+00	2.5575e-11	7.0297e-35
DOCK4	9732	2.1563e-01	7.8212e-01	8.2562e-01	1.7438e-01	1.6028e-20
DOCK4	ENSG00000128512	2.1563e-01	7.8212e-01	8.2562e-01	1.7438e-01	1.6028e-20
DOCK5	80005	3.3419e-01	9.0663e-01	2.8994e-09	1.0000e+00	3.6195e-14
DOCK5	ENSG00000147459	3.3419e-01	9.0663e-01	2.8994e-09	1.0000e+00	3.6195e-14
DOCK6	57572	5.7708e-01	8.8827e-01	1.2563e-26	9.9997e-01	3.3833e-05
DOCK6	ENSG00000130158	5.7708e-01	8.8827e-01	1.2563e-26	9.9997e-01	3.3833e-05
DOCK7	85440	2.8458e-01	7.1142e-01	6.3580e-06	9.9999e-01	1.4104e-17
DOCK7	ENSG00000116641	2.8458e-01	7.1142e-01	6.3580e-06	9.9999e-01	1.4104e-17
DOCK8	81704	3.6499e-01	1.2122e+00	1.4870e-11	1.0000e+00	5.8204e-13
DOCK8	ENSG00000107099	3.6499e-01	1.2122e+00	1.4870e-11	1.0000e+00	5.8204e-13
DOCK9	23348	1.2243e-01	7.3850e-01	1.0000e+00	5.0740e-09	2.2995e-31
DOCK9	ENSG00000088387	1.2243e-01	7.3850e-01	1.0000e+00	5.0740e-09	2.2995e-31
DOHH	83475	4.7424e-01	8.0706e-01	1.5986e-02	8.9210e-01	9.1918e-02
DOHH	ENSG00000129932	4.7424e-01	8.0706e-01	1.5986e-02	8.9210e-01	9.1918e-02
DOK1	1796	3.2215e-01	9.8449e-01	2.9002e-02	9.6904e-01	1.9573e-03
DOK1	ENSG00000115325	3.2215e-01	9.8449e-01	2.9002e-02	9.6904e-01	1.9573e-03
DOK2	9046	6.3114e-01	1.1489e+00	1.2082e-05	8.3638e-01	1.6361e-01
DOK2	ENSG00000147443	6.3114e-01	1.1489e+00	1.2082e-05	8.3638e-01	1.6361e-01
DOK3	79930	4.4141e-01	9.4178e-01	9.0501e-04	9.8693e-01	1.2168e-02
DOK3	ENSG00000146094	4.4141e-01	9.4178e-01	9.0501e-04	9.8693e-01	1.2168e-02
DOK4	55715	2.8628e-01	7.9124e-01	9.1531e-02	9.0689e-01	1.5804e-03
DOK4	ENSG00000125170	2.8628e-01	7.9124e-01	9.1531e-02	9.0689e-01	1.5804e-03
DOK5	55816	4.7775e-01	8.1098e-01	2.2609e-04	9.8196e-01	1.7819e-02
DOK5	ENSG00000101134	4.7775e-01	8.1098e-01	2.2609e-04	9.8196e-01	1.7819e-02
DOK6	220164	2.6217e-01	7.2527e-01	1.5534e-01	8.4404e-01	6.2081e-04
DOK6	ENSG00000206052	2.6217e-01	7.2527e-01	1.5534e-01	8.4404e-01	6.2081e-04
DOK7	285489	5.3515e-01	1.4010e+00	1.0263e-04	9.4894e-01	5.0960e-02
DOK7	ENSG00000175920	5.3515e-01	1.4010e+00	1.0263e-04	9.4894e-01	5.0960e-02
DOLK	22845	4.7874e-01	8.4094e-01	1.2393e-03	9.6272e-01	3.6043e-02
DOLK	ENSG00000175283	4.7874e-01	8.4094e-01	1.2393e-03	9.6272e-01	3.6043e-02
DOLPP1	57171	2.6579e-01	5.9006e-01	1.7497e-01	8.2260e-01	2.4291e-03
DOLPP1	ENSG00000167130	2.6579e-01	5.9006e-01	1.7497e-01	8.2260e-01	2.4291e-03
DONSON	29980	5.8891e-01	9.5671e-01	1.3190e-07	9.5030e-01	4.9696e-02
DONSON	ENSG00000159147	5.8891e-01	9.5671e-01	1.3190e-07	9.5030e-01	4.9696e-02
DOPEY1	23033	1.7516e-01	7.3552e-01	9.9993e-01	6.5884e-05	3.3414e-26
DOPEY1	ENSG00000083097	1.7516e-01	7.3552e-01	9.9993e-01	6.5884e-05	3.3414e-26
DOPEY2	9980	4.9736e-01	9.3909e-01	7.5465e-21	1.0000e+00	6.0739e-08
DOPEY2	ENSG00000142197	4.9736e-01	9.3909e-01	7.5465e-21	1.0000e+00	6.0739e-08
DOT1L	84444	4.5607e-02	7.5449e-01	1.0000e+00	5.2016e-09	1.0493e-23
DOT1L	ENSG00000104885	4.5607e-02	7.5449e-01	1.0000e+00	5.2016e-09	1.0493e-23
DPAGT1	1798	6.3793e-01	7.2609e-01	1.1170e-05	8.2360e-01	1.7639e-01
DPAGT1	ENSG00000172269	6.3793e-01	7.2609e-01	1.1170e-05	8.2360e-01	1.7639e-01
DPCD	25911	6.2577e-01	9.2719e-01	2.8791e-04	8.0826e-01	1.9145e-01
DPCD	ENSG00000166171	6.2577e-01	9.2719e-01	2.8791e-04	8.0826e-01	1.9145e-01
DPCR1	135656	4.5390e-01	7.5172e-01	1.2265e-05	9.9795e-01	2.0396e-03
DPCR1	ENSG00000168631	4.5390e-01	7.5172e-01	1.2265e-05	9.9795e-01	2.0396e-03
DPEP1	1800	8.6381e-01	1.1921e+00	3.4730e-10	1.7503e-01	8.2497e-01
DPEP1	ENSG00000015413	8.6381e-01	1.1921e+00	3.4730e-10	1.7503e-01	8.2497e-01
DPEP2	64174	8.6808e-01	9.4555e-01	3.2234e-10	1.6808e-01	8.3192e-01
DPEP2	ENSG00000167261	8.6808e-01	9.4555e-01	3.2234e-10	1.6808e-01	8.3192e-01
DPEP3	64180	8.4028e-01	8.3872e-01	5.2742e-10	2.1894e-01	7.8106e-01
DPEP3	ENSG00000141096	8.4028e-01	8.3872e-01	5.2742e-10	2.1894e-01	7.8106e-01
DPF1	8193	1.1029e-01	4.6146e-01	9.9049e-01	9.5086e-03	1.9053e-08
DPF1	ENSG00000011332	1.1029e-01	4.6146e-01	9.9049e-01	9.5086e-03	1.9053e-08
DPF2	5977	3.3975e-02	4.7845e-01	9.9985e-01	1.5390e-04	1.9937e-11
DPF2	ENSG00000133884	3.3975e-02	4.7845e-01	9.9985e-01	1.5390e-04	1.9937e-11
DPF3	8110	3.1703e-01	7.8685e-01	2.0501e-02	9.7883e-01	6.6788e-04
DPF3	ENSG00000205683	3.1703e-01	7.8685e-01	2.0501e-02	9.7883e-01	6.6788e-04
DPH1	1801	9.8250e-01	1.0304e+00	8.0168e-17	8.4664e-03	9.9153e-01
DPH1	ENSG00000108963	9.8250e-01	1.0304e+00	8.0168e-17	8.4664e-03	9.9153e-01
DPH2	1802	5.7303e-01	8.7626e-01	9.0918e-06	9.3471e-01	6.5282e-02
DPH2	ENSG00000132768	5.7303e-01	8.7626e-01	9.0918e-06	9.3471e-01	6.5282e-02
DPH3	285381	5.1298e-01	1.0395e+00	6.6294e-02	7.4558e-01	1.8813e-01
DPH3	ENSG00000154813	5.1298e-01	1.0395e+00	6.6294e-02	7.4558e-01	1.8813e-01
DPH5	51611	7.6723e-01	8.8845e-01	8.1083e-07	5.1307e-01	4.8693e-01
DPH5	ENSG00000117543	7.6723e-01	8.8845e-01	8.1083e-07	5.1307e-01	4.8693e-01
DPH6	89978	6.3602e-01	8.5247e-01	1.1419e-05	8.2725e-01	1.7274e-01
DPH6	ENSG00000134146	6.3602e-01	8.5247e-01	1.1419e-05	8.2725e-01	1.7274e-01
DPH7	92715	7.7876e-01	9.9987e-01	1.8603e-08	4.2479e-01	5.7521e-01
DPH7	ENSG00000148399	7.7876e-01	9.9987e-01	1.8603e-08	4.2479e-01	5.7521e-01
DPM1	8813	5.0054e-01	9.1055e-01	1.6237e-04	9.7188e-01	2.7953e-02
DPM1	ENSG00000000419	5.0054e-01	9.1055e-01	1.6237e-04	9.7188e-01	2.7953e-02
DPM2	8818	2.3952e-01	7.3762e-01	3.1786e-01	6.1972e-01	6.2418e-02
DPM2	ENSG00000136908	2.3952e-01	7.3762e-01	3.1786e-01	6.1972e-01	6.2418e-02
DPM3	54344	3.1275e-01	8.5882e-01	2.3318e-01	6.5526e-01	1.1156e-01
DPM3	ENSG00000179085	3.1275e-01	8.5882e-01	2.3318e-01	6.5526e-01	1.1156e-01
DPP10	57628	7.7826e-02	8.2871e-01	9.9999e-01	5.8686e-06	5.7825e-17
DPP10	ENSG00000175497	7.7826e-02	8.2871e-01	9.9999e-01	5.8686e-06	5.7825e-17
DPP3	10072	5.6948e-01	8.3213e-01	6.7954e-11	9.9185e-01	8.1534e-03
DPP3	ENSG00000254986	5.6948e-01	8.3213e-01	6.7954e-11	9.9185e-01	8.1534e-03
DPP4	1803	4.3508e-01	8.8888e-01	7.2797e-09	9.9999e-01	1.0125e-05
DPP4	ENSG00000197635	4.3508e-01	8.8888e-01	7.2797e-09	9.9999e-01	1.0125e-05
DPP6	1804	2.2784e-01	7.0538e-01	3.3997e-01	6.6003e-01	7.6024e-09
DPP6	ENSG00000130226	2.2784e-01	7.0538e-01	3.3997e-01	6.6003e-01	7.6024e-09
DPP7	29952	1.1853e+00	1.1853e+00	3.9946e-22	1.6901e-04	9.9983e-01
DPP7	ENSG00000176978	1.1853e+00	1.1853e+00	3.9946e-22	1.6901e-04	9.9983e-01
DPP8	54878	1.4313e-01	7.0038e-01	9.9791e-01	2.0933e-03	7.9185e-13
DPP8	ENSG00000074603	1.4313e-01	7.0038e-01	9.9791e-01	2.0933e-03	7.9185e-13
DPP9	91039	1.6523e-01	6.8243e-01	9.8708e-01	1.2921e-02	1.3709e-11
DPP9	ENSG00000142002	1.6523e-01	6.8243e-01	9.8708e-01	1.2921e-02	1.3709e-11
DPPA2	151871	8.6695e-01	9.6434e-01	4.7882e-09	2.1667e-01	7.8333e-01
DPPA2	ENSG00000163530	8.6695e-01	9.6434e-01	4.7882e-09	2.1667e-01	7.8333e-01
DPPA3	359787	2.8351e-01	1.0750e+00	2.1667e-01	7.4863e-01	3.4697e-02
DPPA3	ENSG00000187569	2.8351e-01	1.0750e+00	2.1667e-01	7.4863e-01	3.4697e-02
DPPA4	55211	5.2523e-01	9.2424e-01	2.9363e-04	9.4465e-01	5.5058e-02
DPPA4	ENSG00000121570	5.2523e-01	9.2424e-01	2.9363e-04	9.4465e-01	5.5058e-02
DPPA5	340168	7.2205e-01	6.1722e-01	4.0632e-03	6.6948e-01	3.2646e-01
DPPA5	ENSG00000203909	7.2205e-01	6.1722e-01	4.0632e-03	6.6948e-01	3.2646e-01
DPRX	503834	1.6568e+00	7.3196e-01	2.4069e-06	9.1295e-02	9.0870e-01
DPRX	ENSG00000204595	1.6568e+00	7.3196e-01	2.4069e-06	9.1295e-02	9.0870e-01
DPT	1805	7.2388e-01	9.8044e-01	4.2743e-06	6.3217e-01	3.6783e-01
