merged_symbol	merged_geneid	mimnumber	gsymbols	gname	gphenotypes
AKT2	ENSG00000105221	164731	AKT2,_HIHGHH	Murine_thymoma_viral_(v-akt)_homolog-2	Diabetes_mellitus,_type_II,_125853_(3),_Autosomal_dominant,_Hypoinsulinemic_hypoglycemia_with_hemihypertrophy,_240900_(3),_Autosomal_dominant
AKT3	10000	611223	AKT3,_PKBG,_MPPH2	v-Akt_murine_thymoma_viral_oncogene_homolog_3	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus_syndrome_2,_615937_(3),_Autosomal_dominant
AKT3	ENSG00000117020	611223	AKT3,_PKBG,_MPPH2	v-Akt_murine_thymoma_viral_oncogene_homolog_3	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus_syndrome_2,_615937_(3),_Autosomal_dominant
AKTIP	64400	608483	AKTIP,_FTS,_FT1	AKT_interacting_protein	
AKTIP	ENSG00000166971	608483	AKTIP,_FTS,_FT1	AKT_interacting_protein	
AL034548.1	ENSG00000247315	618326	ZCCHC3	Zinc_finger_CCHC_domain-containing_protein_3	
ALAD	210	125270	ALAD,_ALADH,_PBGS	Aminolevulinate,_delta-,_dehydratase	{Lead_poisoning,_susceptibility_to},_612740_(3),_Autosomal_recessive,_Porphyria,_acute_hepatic,_612740_(3),_Autosomal_recessive
ALAD	ENSG00000148218	125270	ALAD,_ALADH,_PBGS	Aminolevulinate,_delta-,_dehydratase	{Lead_poisoning,_susceptibility_to},_612740_(3),_Autosomal_recessive,_Porphyria,_acute_hepatic,_612740_(3),_Autosomal_recessive
ALAS1	211	125290	ALAS1	Aminolevulinate,_delta-,_synthase-1	
ALAS1	ENSG00000023330	125290	ALAS1	Aminolevulinate,_delta-,_synthase-1	
ALAS2	212	301300	ALAS2,_ANH1,_ASB,_XLEPP,_XLSA,_SIDBA1	Aminolevulinate,_delta-,_synthase-2	Anemia,_sideroblastic,_1,_300751_(3),_X-linked_recessive,_Protoporphyria,_erythropoietic,_X-linked,_300752_(3),_X-linked
ALAS2	ENSG00000158578	301300	ALAS2,_ANH1,_ASB,_XLEPP,_XLSA,_SIDBA1	Aminolevulinate,_delta-,_synthase-2	Anemia,_sideroblastic,_1,_300751_(3),_X-linked_recessive,_Protoporphyria,_erythropoietic,_X-linked,_300752_(3),_X-linked
ALB	213	103600	ALB,_ANALBA,_FDAH	Albumin	Analbuminemia,_616000_(3),_[Dysalbuminemic_hyperthyroxinemia],_615999_(3)
ALB	ENSG00000163631	103600	ALB,_ANALBA,_FDAH	Albumin	Analbuminemia,_616000_(3),_[Dysalbuminemic_hyperthyroxinemia],_615999_(3)
ALCAM	214	601662	ALCAM	Activated_leukocyte_cell_adhesion_molecule	
ALCAM	ENSG00000170017	601662	ALCAM	Activated_leukocyte_cell_adhesion_molecule	
ALDH16A1	126133	613358	ALDH16A1	Aldehyde_dehydrogenase_16_family,_member_A1	
ALDH16A1	ENSG00000161618	613358	ALDH16A1	Aldehyde_dehydrogenase_16_family,_member_A1	
ALDH18A1	5832	138250	ALDH18A1,_PYCS,_GSAS,_ARCL3A,_SPG9A,_SPG9B,_ADCL3	Aldehyde_dehydrogenase_18_family,_member_A1_(1-pyrroline-5-carboxylate_synthetase)	Cutis_laxa,_autosomal_dominant_3,_616603_(3),_Autosomal_dominant,_Cutis_laxa,_autosomal_recessive,_type_IIIA,_219150_(3),_Autosomal_recessive,_Spastic_paraplegia_9A,_autosomal_dominant,_601162_(3),_Autosomal_dominant,_Spastic_paraplegia_9B,_autosomal_recessive,_616586_(3),_Autosomal_recessive
ALDH18A1	ENSG00000059573	138250	ALDH18A1,_PYCS,_GSAS,_ARCL3A,_SPG9A,_SPG9B,_ADCL3	Aldehyde_dehydrogenase_18_family,_member_A1_(1-pyrroline-5-carboxylate_synthetase)	Cutis_laxa,_autosomal_dominant_3,_616603_(3),_Autosomal_dominant,_Cutis_laxa,_autosomal_recessive,_type_IIIA,_219150_(3),_Autosomal_recessive,_Spastic_paraplegia_9A,_autosomal_dominant,_601162_(3),_Autosomal_dominant,_Spastic_paraplegia_9B,_autosomal_recessive,_616586_(3),_Autosomal_recessive
ALDH1A1	216	100640	ALDH1A1	Aldehyde_dehydrogenase-1_family,_member_A1,_soluble	
ALDH1A1	ENSG00000165092	100640	ALDH1A1	Aldehyde_dehydrogenase-1_family,_member_A1,_soluble	
ALDH1A2	8854	603687	ALDH1A2,_RALDH2	Aldehyde_dehydrogenase_1_family,_member_A2_(retinaldehyde_dehydrogenase_2)	
ALDH1A2	ENSG00000128918	603687	ALDH1A2,_RALDH2	Aldehyde_dehydrogenase_1_family,_member_A2_(retinaldehyde_dehydrogenase_2)	
ALDH1A3	220	600463	ALDH1A3,_ALDH6,_MCOP8	Aldehyde_dehydrogenase_1_family,_member_A3	Microphthalmia,_isolated_8,_615113_(3),_Autosomal_recessive
ALDH1A3	ENSG00000184254	600463	ALDH1A3,_ALDH6,_MCOP8	Aldehyde_dehydrogenase_1_family,_member_A3	Microphthalmia,_isolated_8,_615113_(3),_Autosomal_recessive
ALDH1B1	219	100670	ALDH1B1,_ALDH5	Aldehyde_dehydrogenase_1_family,_member_B1	
ALDH1B1	ENSG00000137124	100670	ALDH1B1,_ALDH5	Aldehyde_dehydrogenase_1_family,_member_B1	
ALDH1L1	10840	600249	ALDH1L1,_FTHFD	Aldehyde_dehydrogenase_1_family,_member_L1	
ALDH1L1	ENSG00000144908	600249	ALDH1L1,_FTHFD	Aldehyde_dehydrogenase_1_family,_member_L1	
ALDH1L2	160428	613584	ALDH1L2	Aldehyde_dehydrogenase_1_family,_member_L2	
ALDH1L2	ENSG00000136010	613584	ALDH1L2	Aldehyde_dehydrogenase_1_family,_member_L2	
ALDH2	217	100650	ALDH2	Aldehyde_dehydrogenase_2_family,_mitochondrial	Alcohol_sensitivity,_acute,_610251_(3),_Autosomal_dominant,_{Esophageal_cancer,_alcohol-related,_susceptibility_to}_(3),_{Hangover,_susceptibility_to},_610251_(3),_Autosomal_dominant,_{Sublingual_nitroglycerin,_susceptibility_to_poor_response_to}_(3)
ALDH2	ENSG00000111275	100650	ALDH2	Aldehyde_dehydrogenase_2_family,_mitochondrial	Alcohol_sensitivity,_acute,_610251_(3),_Autosomal_dominant,_{Esophageal_cancer,_alcohol-related,_susceptibility_to}_(3),_{Hangover,_susceptibility_to},_610251_(3),_Autosomal_dominant,_{Sublingual_nitroglycerin,_susceptibility_to_poor_response_to}_(3)
ALDH3A1	218	100660	ALDH3A1,_ALDH3	Aldehyde_dehydrogenase_3_family,_member_A1	
ALDH3A1	ENSG00000108602	100660	ALDH3A1,_ALDH3	Aldehyde_dehydrogenase_3_family,_member_A1	
ALDH3A2	224	609523	ALDH3A2,_ALDH10,_SLS,_FALDH	Aldehyde_dehydrogenase_3_family,_member_A2_(fatty_aldehyde_dehydrogenase)	Sjogren-Larsson_syndrome,_270200_(3),_Autosomal_recessive
ALDH3A2	ENSG00000072210	609523	ALDH3A2,_ALDH10,_SLS,_FALDH	Aldehyde_dehydrogenase_3_family,_member_A2_(fatty_aldehyde_dehydrogenase)	Sjogren-Larsson_syndrome,_270200_(3),_Autosomal_recessive
ALDH3B1	221	600466	ALDH3B1,_ALDH7	Aldehyde_dehydrogenase_3_family,_member_B1	
ALDH3B1	ENSG00000006534	600466	ALDH3B1,_ALDH7	Aldehyde_dehydrogenase_3_family,_member_B1	
ALDH3B2	222	601917	ALDH3B2,_ALDH8	Aldehyde_dehydrogenase_3_family,_member_B2	
ALDH3B2	ENSG00000132746	601917	ALDH3B2,_ALDH8	Aldehyde_dehydrogenase_3_family,_member_B2	
ALDH4A1	8659	606811	ALDH4A1,_ALDH4,_P5CDH	Aldehyde_dehydrogenase_4_family,_member_A1_(delta-1-pyrroline_5-carboxylate_dehydrogenase)	Hyperprolinemia,_type_II,_239510_(3),_Autosomal_recessive
ALDH4A1	ENSG00000159423	606811	ALDH4A1,_ALDH4,_P5CDH	Aldehyde_dehydrogenase_4_family,_member_A1_(delta-1-pyrroline_5-carboxylate_dehydrogenase)	Hyperprolinemia,_type_II,_239510_(3),_Autosomal_recessive
ALDH5A1	7915	610045	ALDH5A1,_SSADH	Succinic_semialdehyde_dehydrogenase	Succinic_semialdehyde_dehydrogenase_deficiency,_271980_(3),_Autosomal_recessive
ALDH5A1	ENSG00000112294	610045	ALDH5A1,_SSADH	Succinic_semialdehyde_dehydrogenase	Succinic_semialdehyde_dehydrogenase_deficiency,_271980_(3),_Autosomal_recessive
ALDH6A1	4329	603178	ALDH6A1,_MMSDH	Aldehyde_dehydrogenase_6_family,_member_A1_(methylmalonate_semialdehyde_dehydrogenase)	Methylmalonate_semialdehyde_dehydrogenase_deficiency,_614105_(3),_Autosomal_recessive
ALDH6A1	ENSG00000119711	603178	ALDH6A1,_MMSDH	Aldehyde_dehydrogenase_6_family,_member_A1_(methylmalonate_semialdehyde_dehydrogenase)	Methylmalonate_semialdehyde_dehydrogenase_deficiency,_614105_(3),_Autosomal_recessive
ALDH7A1	501	107323	ALDH7A1,_ATQ1,_EPD,_PDE	Aldehyde_dehydrogenase_7_family,_member_A1_(antiquitin_1)	Epilepsy,_pyridoxine-dependent,_266100_(3),_Autosomal_recessive
ALDH7A1	ENSG00000164904	107323	ALDH7A1,_ATQ1,_EPD,_PDE	Aldehyde_dehydrogenase_7_family,_member_A1_(antiquitin_1)	Epilepsy,_pyridoxine-dependent,_266100_(3),_Autosomal_recessive
ALDH8A1	64577	606467	ALDH8A1,_ALDH12	Aldehyde_dehydrogenase_8_family,_member_A1	
ALDH8A1	ENSG00000118514	606467	ALDH8A1,_ALDH12	Aldehyde_dehydrogenase_8_family,_member_A1	
ALDH9A1	223	602733	ALDH9A1,_ALDH9,_E3	Aldehyde_dehydrogenase_9_family,_member_A1	
ALDH9A1	ENSG00000143149	602733	ALDH9A1,_ALDH9,_E3	Aldehyde_dehydrogenase_9_family,_member_A1	
ALDOA	226	103850	ALDOA,_GSD12	Aldolase_A,_fructose-bisphosphatase	Glycogen_storage_disease_XII,_611881_(3),_Autosomal_recessive
ALDOA	ENSG00000149925	103850	ALDOA,_GSD12	Aldolase_A,_fructose-bisphosphatase	Glycogen_storage_disease_XII,_611881_(3),_Autosomal_recessive
ALDOB	229	612724	ALDOB	Aldolase_B,_fructose-bisphosphatase	Fructose_intolerance,_hereditary,_229600_(3),_Autosomal_recessive
ALDOB	ENSG00000136872	612724	ALDOB	Aldolase_B,_fructose-bisphosphatase	Fructose_intolerance,_hereditary,_229600_(3),_Autosomal_recessive
ALDOC	230	103870	ALDOC	Aldolase_C,_fructose-bisphosphatase	
ALDOC	ENSG00000109107	103870	ALDOC	Aldolase_C,_fructose-bisphosphatase	
ALG1	56052	605907	ALG1,_HMAT1,_HMT1,_CDG1K	Alg1,_yeast,_homolog_of_(beta-1,4_mannosyltransferase)	Congenital_disorder_of_glycosylation,_type_Ik,_608540_(3),_Autosomal_recessive
ALG1	ENSG00000033011	605907	ALG1,_HMAT1,_HMT1,_CDG1K	Alg1,_yeast,_homolog_of_(beta-1,4_mannosyltransferase)	Congenital_disorder_of_glycosylation,_type_Ik,_608540_(3),_Autosomal_recessive
ALG10	84920	618355	ALG10A,_ALG10	Alg10,_S._cerevisiae,_homolog_of,_A	
ALG10	ENSG00000139133	618355	ALG10A,_ALG10	Alg10,_S._cerevisiae,_homolog_of,_A	
ALG10B	144245	603313	ALG10B,_KCR1,_ALG10	Alg10,_S._cerevisiae,_homolog_of,_B	{Long_QT_syndrome,_acquired,_reduced_susceptibility_to},_613688_(3),_Autosomal_dominant
ALG10B	ENSG00000175548	603313	ALG10B,_KCR1,_ALG10	Alg10,_S._cerevisiae,_homolog_of,_B	{Long_QT_syndrome,_acquired,_reduced_susceptibility_to},_613688_(3),_Autosomal_dominant
ALG11	440138	613666	ALG11,_KIAA1266,_CDG1P	Alg11,_S._cerevisiae,_homolog_of	Congenital_disorder_of_glycosylation,_type_Ip,_613661_(3),_Autosomal_recessive
ALG11	ENSG00000253710	613666	ALG11,_KIAA1266,_CDG1P	Alg11,_S._cerevisiae,_homolog_of	Congenital_disorder_of_glycosylation,_type_Ip,_613661_(3),_Autosomal_recessive
ALG12	79087	607144	ALG12,_CDG1G	Dolichyl-P-mannose:Man-7-GlcNAc-2-PP-dolichyl-alpha-6-_mannosyltransferase	Congenital_disorder_of_glycosylation,_type_Ig,_607143_(3),_Autosomal_recessive
ALG12	ENSG00000182858	607144	ALG12,_CDG1G	Dolichyl-P-mannose:Man-7-GlcNAc-2-PP-dolichyl-alpha-6-_mannosyltransferase	Congenital_disorder_of_glycosylation,_type_Ig,_607143_(3),_Autosomal_recessive
ALG13	79868	300776	ALG13,_GLT28D1,_CDG1S,_EIEE36	Alg13,_S._cerevisiae,_homolog_of	?Congenital_disorder_of_glycosylation,_type_Is,_300884_(3),_X-linked_dominant,_Epileptic_encephalopathy,_early_infantile,_36,_300884_(3),_X-linked_dominant
ALG13	ENSG00000101901	300776	ALG13,_GLT28D1,_CDG1S,_EIEE36	Alg13,_S._cerevisiae,_homolog_of	?Congenital_disorder_of_glycosylation,_type_Is,_300884_(3),_X-linked_dominant,_Epileptic_encephalopathy,_early_infantile,_36,_300884_(3),_X-linked_dominant
ALG14	199857	612866	ALG14,_CMS15	Alg14,_S._cerevisiae,_homolog_of	?Myasthenic_syndrome,_congenital,_15,_without_tubular_aggregates,_616227_(3),_Autosomal_recessive
ALG14	ENSG00000172339	612866	ALG14,_CMS15	Alg14,_S._cerevisiae,_homolog_of	?Myasthenic_syndrome,_congenital,_15,_without_tubular_aggregates,_616227_(3),_Autosomal_recessive
ALG2	85365	607905	ALG2,_CDGII,_CMSTA3,_CMS14	Alg2,_S._cerevisiae,_homolog_of	?Congenital_disorder_of_glycosylation,_type_Ii,_607906_(3),_Autosomal_recessive,_Myasthenic_syndrome,_congenital,_14,_with_tubular_aggregates,_616228_(3),_Autosomal_recessive
ALG2	ENSG00000119523	607905	ALG2,_CDGII,_CMSTA3,_CMS14	Alg2,_S._cerevisiae,_homolog_of	?Congenital_disorder_of_glycosylation,_type_Ii,_607906_(3),_Autosomal_recessive,_Myasthenic_syndrome,_congenital,_14,_with_tubular_aggregates,_616228_(3),_Autosomal_recessive
ALG3	10195	608750	ALG3,_NOT56L,_CDGS4,_CDG1D	Alg3,_S._cerevisiae,_homolog_of	Congenital_disorder_of_glycosylation,_type_Id,_601110_(3),_Autosomal_recessive
ALG3	ENSG00000214160	608750	ALG3,_NOT56L,_CDGS4,_CDG1D	Alg3,_S._cerevisiae,_homolog_of	Congenital_disorder_of_glycosylation,_type_Id,_601110_(3),_Autosomal_recessive
ALG5	29880	604565	ALG5	Alg5,_S._cerevisiae,_homolog_of	
ALG5	ENSG00000120697	604565	ALG5	Alg5,_S._cerevisiae,_homolog_of	
ALG6	29929	604566	ALG6,_CDG1C	Alg6,_S._cerevisiae,_homolog_of	Congenital_disorder_of_glycosylation,_type_Ic,_603147_(3),_Autosomal_recessive
ALG6	ENSG00000088035	604566	ALG6,_CDG1C	Alg6,_S._cerevisiae,_homolog_of	Congenital_disorder_of_glycosylation,_type_Ic,_603147_(3),_Autosomal_recessive
ALG8	79053	608103	ALG8,_CDG1H,_PCLD3	Alg8,_S._cerevisiae,_homolog_of	Congenital_disorder_of_glycosylation,_type_Ih,_608104_(3),_Autosomal_recessive,_Polycystic_liver_disease_3_with_or_without_kidney_cysts,_617874_(3),_Autosomal_dominant
ALG8	ENSG00000159063	608103	ALG8,_CDG1H,_PCLD3	Alg8,_S._cerevisiae,_homolog_of	Congenital_disorder_of_glycosylation,_type_Ih,_608104_(3),_Autosomal_recessive,_Polycystic_liver_disease_3_with_or_without_kidney_cysts,_617874_(3),_Autosomal_dominant
ALG9	79796	606941	ALG9,_DIBD1,_CDG1L,_GIKANIS	Alg9,_yeast,_homolog_of	Congenital_disorder_of_glycosylation,_type_Il,_608776_(3),_Autosomal_recessive,_Gillessen-Kaesbach-Nishimura_syndrome,_263210_(3),_Autosomal_recessive
ALG9	ENSG00000086848	606941	ALG9,_DIBD1,_CDG1L,_GIKANIS	Alg9,_yeast,_homolog_of	Congenital_disorder_of_glycosylation,_type_Il,_608776_(3),_Autosomal_recessive,_Gillessen-Kaesbach-Nishimura_syndrome,_263210_(3),_Autosomal_recessive
ALK	238	105590	ALK,_NBLST3	Anaplastic_lymphoma_kinase_(Ki-1)	{Neuroblastoma,_susceptibility_to,_3},_613014_(3)
ALK	ENSG00000171094	105590	ALK,_NBLST3	Anaplastic_lymphoma_kinase_(Ki-1)	{Neuroblastoma,_susceptibility_to,_3},_613014_(3)
ALKBH1	8846	605345	ALKBH1,_ALKB	AlkB,_E._coli,_homolog_of,_1	
ALKBH1	ENSG00000100601	605345	ALKBH1,_ALKB	AlkB,_E._coli,_homolog_of,_1	
ALKBH2	121642	610602	ALKBH2,_ABH2	AlkB,_E._coli,_homolog_of,_2	
ALKBH2	ENSG00000189046	610602	ALKBH2,_ABH2	AlkB,_E._coli,_homolog_of,_2	
ALKBH3	221120	610603	ALKBH3,_PCA1,_DEPC1,_ABH3	AlkB,_E._coli,_homolog_of,_3	
ALKBH3	ENSG00000166199	610603	ALKBH3,_PCA1,_DEPC1,_ABH3	AlkB,_E._coli,_homolog_of,_3	
ALKBH4	54784	613302	ALKBH4,_ABH4	AlkB,_E._coli,_homolog_of,_4	
ALKBH4	ENSG00000160993	613302	ALKBH4,_ABH4	AlkB,_E._coli,_homolog_of,_4	
ALKBH5	54890	613303	ALKBH5,_ABH5	AlkB,_E._coli,_homolog_of,_5	
ALKBH5	ENSG00000091542	613303	ALKBH5,_ABH5	AlkB,_E._coli,_homolog_of,_5	
ALKBH6	84964	613304	ALKBH6,_ABH6	AlkB,_E._coli,_homolog_of,_6	
ALKBH6	ENSG00000239382	613304	ALKBH6,_ABH6	AlkB,_E._coli,_homolog_of,_6	
ALKBH7	84266	613305	ALKBH7,_ABH7	AlkB,_E._coli,_homolog_of,_7	
ALKBH7	ENSG00000125652	613305	ALKBH7,_ABH7	AlkB,_E._coli,_homolog_of,_7	
ALKBH8	91801	613306	ALKBH8,_ABH8,_MRT71	AlkB,_E._coli,_homolog_of,_8	Intellectual_developmental_disorder,_autosomal_recessive_71,_618504_(3),_Autosomal_recessive
ALKBH8	ENSG00000137760	613306	ALKBH8,_ABH8,_MRT71	AlkB,_E._coli,_homolog_of,_8	Intellectual_developmental_disorder,_autosomal_recessive_71,_618504_(3),_Autosomal_recessive
ALLC	55821	612396	ALLC	Allantoicase	
ALLC	ENSG00000151360	612396	ALLC	Allantoicase	
ALMS1	7840	606844	ALMS1,_ALSS,_KIAA0328	Alstrom_syndrome_gene	Alstrom_syndrome,_203800_(3),_Autosomal_recessive
ALMS1	ENSG00000116127	606844	ALMS1,_ALSS,_KIAA0328	Alstrom_syndrome_gene	Alstrom_syndrome,_203800_(3),_Autosomal_recessive
ALOX12	239	152391	ALOX12	Arachidonate_12-lipoxygenase	
ALOX12	ENSG00000108839	152391	ALOX12	Arachidonate_12-lipoxygenase	
ALOX12B	242	603741	ALOX12B,_ARCI2	Archidonate_12-lipoxygenase,_R_type	Ichthyosis,_congenital,_autosomal_recessive_2,_242100_(3),_Autosomal_recessive
ALOX12B	ENSG00000179477	603741	ALOX12B,_ARCI2	Archidonate_12-lipoxygenase,_R_type	Ichthyosis,_congenital,_autosomal_recessive_2,_242100_(3),_Autosomal_recessive
ALOX15	246	152392	ALOX15	Arachidonate_15-lipoxygenase	
ALOX15	ENSG00000161905	152392	ALOX15	Arachidonate_15-lipoxygenase	
ALOX15B	247	603697	ALOX15B	Arachidonate_15-lipoxygenase,_second_type	
ALOX15B	ENSG00000179593	603697	ALOX15B	Arachidonate_15-lipoxygenase,_second_type	
ALOX5	240	152390	ALOX5	Arachidonate_5-lipoxygenase	{Asthma,_diminished_response_to_antileukotriene_treatment_in},_600807_(3),_Autosomal_dominant,_{Atherosclerosis,_susceptibility_to}_(3)
ALOX5	ENSG00000012779	152390	ALOX5	Arachidonate_5-lipoxygenase	{Asthma,_diminished_response_to_antileukotriene_treatment_in},_600807_(3),_Autosomal_dominant,_{Atherosclerosis,_susceptibility_to}_(3)
ALOX5AP	241	603700	ALOX5AP,_FLAP	Arachidonate_5-lipoxygenase-activating_protein	{Stroke,_susceptibility_to},_601367_(3),_Multifactorial
ALOX5AP	ENSG00000132965	603700	ALOX5AP,_FLAP	Arachidonate_5-lipoxygenase-activating_protein	{Stroke,_susceptibility_to},_601367_(3),_Multifactorial
ALOXE3	59344	607206	ALOXE3,_ARCI3	Arachidonate_lipoxygenase_3	Ichthyosis,_congenital,_autosomal_recessive_3,_606545_(3),_Autosomal_recessive
ALOXE3	ENSG00000179148	607206	ALOXE3,_ARCI3	Arachidonate_lipoxygenase_3	Ichthyosis,_congenital,_autosomal_recessive_3,_606545_(3),_Autosomal_recessive
ALPI	248	171740	ALPI	Alkaline_phosphatase,_intestinal	
ALPI	ENSG00000163295	171740	ALPI	Alkaline_phosphatase,_intestinal	
ALPK1	80216	607347	ALPK1,_LAK,_KIAA1527	Alpha-kinase_1	
ALPK1	ENSG00000073331	607347	ALPK1,_LAK,_KIAA1527	Alpha-kinase_1	
ALPK3	57538	617608	ALPK3,_MIDORI,_KIAA1330,_CMH27	Alpha_kinase_3	Cardiomyopathy,_familial_hypertrophic_27,_618052_(3),_Autosomal_recessive
ALPK3	ENSG00000136383	617608	ALPK3,_MIDORI,_KIAA1330,_CMH27	Alpha_kinase_3	Cardiomyopathy,_familial_hypertrophic_27,_618052_(3),_Autosomal_recessive
ALPL	249	171760	ALPL,_HOPS,_TNSALP	Alkaline_phosphatase,_liver/bone/kidney	Hypophosphatasia,_adult,_146300_(3),_Autosomal_recessive,_Autosomal_dominant,_Hypophosphatasia,_childhood,_241510_(3),_Autosomal_recessive,_Hypophosphatasia,_infantile,_241500_(3),_Autosomal_recessive,_Odontohypophosphatasia,_146300_(3),_Autosomal_recessive,_Autosomal_dominant
ALPL	ENSG00000162551	171760	ALPL,_HOPS,_TNSALP	Alkaline_phosphatase,_liver/bone/kidney	Hypophosphatasia,_adult,_146300_(3),_Autosomal_recessive,_Autosomal_dominant,_Hypophosphatasia,_childhood,_241510_(3),_Autosomal_recessive,_Hypophosphatasia,_infantile,_241500_(3),_Autosomal_recessive,_Odontohypophosphatasia,_146300_(3),_Autosomal_recessive,_Autosomal_dominant
ALPP	250	171800	ALPP	Alkaline_phosphatase,_placental_(Regan_isozyme)	
ALPP	ENSG00000163283	171800	ALPP	Alkaline_phosphatase,_placental_(Regan_isozyme)	
ALPPL2	251	171810	ALPPL2	Alkaline_phosphatase,_placental-like_2	
ALPPL2	ENSG00000163286	171810	ALPPL2	Alkaline_phosphatase,_placental-like_2	
ALS2	57679	606352	ALS2,_ALSJ,_PLSJ,_IAHSP	Alsin	Amyotrophic_lateral_sclerosis_2,_juvenile,_205100_(3),_Autosomal_recessive,_Primary_lateral_sclerosis,_juvenile,_606353_(3),_Autosomal_recessive,_Spastic_paralysis,_infantile_onset_ascending,_607225_(3),_Autosomal_recessive
ALS2	ENSG00000003393	606352	ALS2,_ALSJ,_PLSJ,_IAHSP	Alsin	Amyotrophic_lateral_sclerosis_2,_juvenile,_205100_(3),_Autosomal_recessive,_Primary_lateral_sclerosis,_juvenile,_606353_(3),_Autosomal_recessive,_Spastic_paralysis,_infantile_onset_ascending,_607225_(3),_Autosomal_recessive
ALS2CL	259173	612402	ALS2CL	ALS2_C-terminal-like_protein	
ALS2CL	ENSG00000178038	612402	ALS2CL	ALS2_C-terminal-like_protein	
ALX1	8092	601527	ALX1,_CART1,_FND3	Aristaless-like_homeobox_1_(cartilage_homeoprotein_1)	?Frontonasal_dysplasia_3,_613456_(3)
ALX1	ENSG00000180318	601527	ALX1,_CART1,_FND3	Aristaless-like_homeobox_1_(cartilage_homeoprotein_1)	?Frontonasal_dysplasia_3,_613456_(3)
ALX3	257	606014	ALX3,_FND1	Aristaless-like_homeobox_3	Frontonasal_dysplasia_1,_136760_(3),_Autosomal_recessive
ALX3	ENSG00000156150	606014	ALX3,_FND1	Aristaless-like_homeobox_3	Frontonasal_dysplasia_1,_136760_(3),_Autosomal_recessive
ALX4	60529	605420	ALX4,_PFM2,_FPP,_FND2,_CRS5	Aristaless-like_4,_mouse,_homolog_of	{Craniosynostosis_5,_susceptibility_to},_615529_(3),_Autosomal_dominant,_Frontonasal_dysplasia_2,_613451_(3),_Autosomal_recessive,_Parietal_foramina_2,_609597_(3),_Autosomal_dominant
ALX4	ENSG00000052850	605420	ALX4,_PFM2,_FPP,_FND2,_CRS5	Aristaless-like_4,_mouse,_homolog_of	{Craniosynostosis_5,_susceptibility_to},_615529_(3),_Autosomal_dominant,_Frontonasal_dysplasia_2,_613451_(3),_Autosomal_recessive,_Parietal_foramina_2,_609597_(3),_Autosomal_dominant
ALYREF	10189	604171	ALYREF,_THOC4,_ALY,_BEF	ALY/REF_export_factor	
ALYREF	ENSG00000183684	604171	ALYREF,_THOC4,_ALY,_BEF	ALY/REF_export_factor	
AMACR	23600	604489	AMACR,_CBAS4,_AMACRD	Alpha-methylacyl-CoA_racemase	Alpha-methylacyl-CoA_racemase_deficiency,_614307_(3),_Autosomal_recessive,_Bile_acid_synthesis_defect,_congenital,_4,_214950_(3),_Autosomal_recessive
AMACR	ENSG00000242110	604489	AMACR,_CBAS4,_AMACRD	Alpha-methylacyl-CoA_racemase	Alpha-methylacyl-CoA_racemase_deficiency,_614307_(3),_Autosomal_recessive,_Bile_acid_synthesis_defect,_congenital,_4,_214950_(3),_Autosomal_recessive
AMBN	258	601259	AMBN,_AI1F	Ameloblastin	Amelogenesis_imperfecta,_type_IF,_616270_(3),_Autosomal_recessive
AMBN	ENSG00000178522	601259	AMBN,_AI1F	Ameloblastin	Amelogenesis_imperfecta,_type_IF,_616270_(3),_Autosomal_recessive
AMBP	259	176870	AMBP,_ITIL,_ITI,_HCP	Alpha-1-microglobulin/bikunin_precursor_(inter-alpha-trypsin_inhibitor,_light_chain,_protein_HC)	
AMBP	ENSG00000106927	176870	AMBP,_ITIL,_ITI,_HCP	Alpha-1-microglobulin/bikunin_precursor_(inter-alpha-trypsin_inhibitor,_light_chain,_protein_HC)	
AMBRA1	55626	611359	AMBRA1,_KIAA1736	Activating_molecule_in_beclin_1-regulated_autophagy	
AMBRA1	ENSG00000110497	611359	AMBRA1,_KIAA1736	Activating_molecule_in_beclin_1-regulated_autophagy	
AMD1	262	180980	AMD1	S-adenosylmethionine_decarboxylase-1	
AMD1	ENSG00000123505	180980	AMD1	S-adenosylmethionine_decarboxylase-1	
AMELX	265	300391	AMELX,_AMG,_AIH1,_AMGX,_AI1E	Amelogenin	Amelogenesis_imperfecta,_type_1E,_301200_(3),_X-linked_dominant
AMELX	ENSG00000125363	300391	AMELX,_AMG,_AIH1,_AMGX,_AI1E	Amelogenin	Amelogenesis_imperfecta,_type_1E,_301200_(3),_X-linked_dominant
AMELY	266	410000	AMELY,_AMGL	Amelogenin_(Y_chromosome)	
AMELY	ENSG00000099721	410000	AMELY,_AMGL	Amelogenin_(Y_chromosome)	
AMER1	139285	300647	AMER1,_FAM123B,_WTX,_OSCS	APC_membrane_recruitment_protein_1	Osteopathia_striata_with_cranial_sclerosis,_300373_(3),_X-linked_dominant
AMER1	ENSG00000184675	300647	AMER1,_FAM123B,_WTX,_OSCS	APC_membrane_recruitment_protein_1	Osteopathia_striata_with_cranial_sclerosis,_300373_(3),_X-linked_dominant
AMER2	219287	614659	FAM123A,_AMER2	Family_with_sequence_similarity_123,_member_A_(APC_membrane_recruitment_protein_2)	
AMER2	ENSG00000165566	614659	FAM123A,_AMER2	Family_with_sequence_similarity_123,_member_A_(APC_membrane_recruitment_protein_2)	
