merged_symbol	merged_geneid	replaced_geneid	replaced_discontinued_geneid	replaced_discontinued_symbol	replaced_date	GeneID	Discontinued_GeneID	Discontinued_Symbol	Discontinue_Date
SNX19P1	378810	378810	100419044	LOC100419044	20100811				
SNX19P2	400094	400094	100419039	LOC100419039	20100811				
SNX19P3	646442	646442	100419051	LOC100419051	20100811				
SNX19P3	646442	646442	646448	LOC646448	20070922				
SNX19P3	646442	646442	646449	LOC646449	20070922				
SNX27	81609	81609	284484	KIAA0488	20050510				
SNX29	92017	92017	101929304	LOC101929304	20151003				
SNX29	92017	92017	146153	LOC146153	20050510				
SNX29	92017	92017	84127	RUNDC2A	20110817				
SNX29	92017	92017	92018	LOC92018	20050502				
SNX29P1	100652781	100652781	400509	RUNDC2B	20110817				
SNX29P1	100652781	100652781	497261	RUNDC2B	20060802				
SNX29P2	440352	440352	497262	RUNDC2C	20060802				
SNX5P1	100131940	100131940	100418950	LOC100418950	20100813				
SNX5P2	728467	728467	100418984	LOC100418984	20100813				
SNX6P1	126506	126506	100418985	LOC100418985	20100820				
SNX7	51375	51375	26162	DKFZP564F052	20050509				
SOBP	55084	55084	654119	LOC654119	20061109				
SOCS2P2	266701	266701	100420883	LOC100420883	20101007				
SOCS3	9021	9021	83407	ATOD4	20060802				
SOCS5P5	643884	643884	651067	LOC651067	20070619				
SOCS6	9306	9306	51487	HSPC060	20050510				
SOCS7	30837	30837	100505522	LOC100505522	20101209				
SOCS7	30837	30837	100508400	LOC100508400	20101209				
SOD2	6648	6648	79099	MGC5618	20080821				
SOGA1	140710	140710	149670	LOC149670	20050510				
SOGA1	140710	140710	25781	KIAA0889	20060708				
SOGA1	140710	140710	284740	LOC284740	20050502				
SOGA1	140710	140710	375096	FLJ44670	20050520				
SOGA1	140710	140710	90072	FLJ11961	20050510				
SOGA2P1	100288130	100288130	100290086	LOC100290086	20100430				
SOGA2P1	100288130	100288130	100292155	LOC100292155	20100430				
SOHLH1	402381	402381	286220	C9orf157	20050510				
SOHLH2	54937	54937	387919	LOC387919	20050510				
SON	6651	6651	54066	C21orf50	20050510				
SON	6651	6651	84155	FLJ21099	20050510				
SONP1	148300	148300	100419804	LOC100419804	20110308				
SORBS1	10580	10580	25838	DKFZP586P1422	20050510				
SORBS1	10580	10580	79356	SORBS1	20050217				
SORBS1	10580	10580	80057	FLJ12406	20050510				
SORBS2	8470	8470	29052	PRO0618	20050510				
SORCS3-AS1	100505890	100505890	474358	LOC474358	20120411				
SORD2	653381	653381	100419744	LOC100419744	20100813				
SORD2	653381	653381	105369152	LOC105369152	20170331				
SORD2	653381	653381	650043	LOC650043	20060323				
SORL1	6653	6653	442871	C11orf32	20080326				
SOS1	6654	6654	56665	GINGF	20050510				
SOS1	6654	6654	7838	GINGF	20050502				
SOS2	6655	6655	122776	LOC122776	20050510				
SOS2	6655	6655	145448	LOC145448	20050502				
SOS2	6655	6655	63378	LOC63378	20050510				
SOS2	6655	6655	92225	LOC92225	20050510				
SOS2	6655	6655	96829	SOS2	20050510				
SOST	50964	50964	8149	VBCH	20060113				
SOWAHD	347454	347454	648756	LOC648756	20060312				
SOX10	6663	6663	8223	DOM	20050510				
SOX12	6666	6666	149791	LOC149791	20050510				
SOX14	8403	8403	23487	SOX28	20050510				
SOX15	6665	6665	23488	SOX27	20050510				
SOX15	6665	6665	23489	SOX26	20050510				
SOX21	11166	11166	23490	SOX25	20050510				
SOX3	6658	6658	5263	PHP	20080817				
SOX3	6658	6658	8256	MRGH	20050520				
SOX4	6659	6659	285815	LOC285815	20050510				
SOX5P	6661	6661	100420945	LOC100420945	20100811				
SOX5P	6661	6661	138007	LOC138007	20050510				
SOX5P	6661	6661	23470	SOX29	20050510				
SOX6	55553	55553	84363	SOX6	20050510				
SP1	6667	6667	144467	LOC144467	20050510				
SP110	3431	3431	3436	IFI75	20050505				
SP140	11262	11262	101928789	LOC101928789	20150315				
SP2	6668	6668	96833	LOC96833	20050510				
SP3	6670	6670	257471	LOC257471	20050504				
SP3P	160824	160824	100419953	LOC100419953	20100813				
SP6	80320	80320	339204	LOC339204	20050504				
SP8	221833	221833	155456	LOC155456	20050510				
SP8	221833	221833	266642	SP8	20050502				
SP8	221833	221833	378050	BTD	20050510				
SPA17	53340	53340	90953	LOC90953	20050510				
SPACA3	124912	124912	94024	SPACA3	20050510				
SPACA4	171169	171169	114177	SPACA4	20050510				
SPACA5	389852	389852	404214	SPACA5	20070105				
SPACA5B	729201	729201	389853	LOC389853	20050510				
SPACA5B	729201	729201	653317	LOC653317	20061130				
SPAG11B	10407	10407	51756	LOC51756	20050510				
SPAG16	79582	79582	130272	LOC130272	20050510				
SPANXA1	30014	30014	116338	LOC116338	20050510				
SPANXA1	30014	30014	158531	LOC158531	20050510				
SPANXA1	30014	30014	93488	LOC93488	20050502				
SPANXA2	728712	728712	220879	LOC220879	20050510				
SPANXA2	728712	728712	64650	SPANXA2	20061203				
SPANXB1	728695	728695	100133171	SPANXB2	20140409				
SPANXB1	728695	728695	171490	SPANXF1	20140409				
SPANXB1	728695	728695	171491	SPANXF2	20140409				
SPANXB1	728695	728695	203416	LOC203416	20050510				
SPANXB1	728695	728695	64649	SPANXB1	20061203				
SPANXB1	728695	728695	64694	SPANXB2	20080430				
SPANXB1	728695	728695	652683	LOC652683	20070515				
SPANXB1	728695	728695	653571	LOC653571	20060607				
SPANXD	64648	64648	171489	SPANXE	20140409				
SPANXD	64648	64648	95388	LOC95388	20050510				
SPARCL1	8404	8404	9105	HEVIN	20050510				
SPAST	6683	6683	22886	KIAA1083	20050510				
SPATA1	100505741	100505741	64173	SPATA1	20110405				
SPATA13	221178	221178	121757	LOC121757	20050510				
SPATA18	132671	132671	552857	SPATA18	20050510				
SPATA2	9825	9825	128521	LOC128521	20050510				
SPATA21	374955	374955	374956	LOC374956	20050502				
SPATA3	130560	130560	170558	SPATA3	20050506				
SPATA31A1	647060	647060	642265	SPATA31A2	20140412				
SPATA31A7	26165	26165	100036522	FAM75A4	20070621				
SPATA31A7	26165	26165	642629	SPATA31A4	20140325				
SPATA31C1	441452	441452	286235	LOC286235	20070321				
SPATA31C2	645961	645961	100101466	FAM75C2	20100727				
SPATA31C2	645961	645961	107987092	LOC107987092	20170428				
SPATA31C2	645961	645961	26117	DKFZP434M131	20050510				
SPATA31D2P	100130636	100130636	100420115	LOC100420115	20100813				
SPATA31D3	389762	389762	442786	LOC442786	20050506				
SPATA31D5P	347127	347127	100292385	LOC100292385	20110803				
SPATA31D5P	347127	347127	100996796	LOC100996796	20140206				
SPATA32	124783	124783	101927036	LOC101927036	20140206				
SPATA4	132851	132851	170560	SPATA4	20050502				
SPATA42	642864	642864	649108	LOC649108	20060503				
SPATA5	166378	166378	170576	SPATA5	20050510				
SPATA5L1	79029	79029	148785	LOC148785	20050510				
SPATA5L1	79029	79029	80051	FLJ12286	20050510				
SPATA6L	55064	55064	105375966	LOC105375966	20160609				
SPATA8-AS1	100652749	100652749	100653333	LOC100653333	20120726				
SPATA9	83890	83890	115374	LOC115374	20050510				
SPATA9	83890	83890	90886	LOC90886	20050510				
SPATC1L	84221	84221	113660	LOC113660	20050510				
SPATC1L	84221	84221	140417	LOC140417	20050510				
SPATC1L	84221	84221	54060	C21orf56	20050510				
SPCS1	28972	28972	94556	LOC94556	20050510				
SPCS2P1	100131250	100131250	255320	SPCS2P	20130312				
SPCS2P2	644573	644573	649271	LOC649271	20060323				
SPCS2P3	100288739	100288739	100133526	LOC100133526	20100430				
SPCS2P4	653566	653566	653965	LOC653965	20060323				
SPDYE1	285955	285955	114045	WBSCR19	20050510				
SPDYE2	441273	441273	100509998	LOC100509998	20110803				
SPDYE2	441273	441273	442608	LOC442608	20050807				
SPDYE2B	100310812	100310812	442609	LOC442609	20091020				
SPDYE3	441272	441272	442604	LOC442604	20050510				
SPDYE6	729597	729597	653629	LOC653629	20090402				
SPDYE6	729597	729597	653829	LOC653829	20060506				
SPDYE7P	441251	441251	653312	LOC653312	20060506				
SPDYE7P	441251	441251	653838	LOC653838	20060506				
SPEF2	79925	79925	153268	FLJ25395	20050510				
SPEF2	79925	79925	389282	LOC389282	20050508				
SPEF2	79925	79925	80192	FLJ23164	20050510				
SPEG	10290	10290	57518	KIAA1297	20050510				
SPEG	10290	10290	729871	LOC729871	20070802				
SPEM1	374768	374768	284113	LOC284113	20050510				
SPEN	23013	23013	348488	LOC348488	20050502				
SPESP1	246777	246777	83599	SPESP1	20050510				
SPG11	80208	80208	23442	SPG11	20070426				
SPG11	80208	80208	255	ALS5	20190710				
SPG20OS	100507135	100507135	646871	LOC646871	20110117				
SPG20OS	100507135	100507135	651860	LOC651860	20060323				
SPG7	6687	6687	100506268	LOC100506268	20140309				
SPG7	6687	6687	100507877	LOC100507877	20110803				
SPG7	6687	6687	1216	CMAR	20050510				
SPG7	6687	6687	8134	PGN	20050510				
SPG7	6687	6687	87549	LOC87549	20050510				
SPHAR	10638	10638				-	10638	SPHAR	20190807
SPIDR	23514	23514	100289549	LOC100289549	20110803				
SPIN1	10927	10927	95616	LOC95616	20050510				
SPIN2B	474343	474343	112923	LOC112923	20050510				
SPIN2B	474343	474343	139181	LOC139181	20050510				
SPIN2B	474343	474343	158583	LOC158583	20050510				
SPIN2B	474343	474343	203441	LOC203441	20050510				
SPIN2B	474343	474343	401591	LOC401591	20050510				
SPIN2B	474343	474343	90930	LOC90930	20050506				
SPINK14	408187	408187	652690	LOC652690	20060711				
SPINK5	11005	11005	50962	NETS	20060514				
SPINK8	646424	646424	651976	LOC651976	20060323				
SPINK9	643394	643394	650981	SPINK9	20060504				
SPINT1	6692	6692	8610	HAI	20050504				
SPINT2	10653	10653	100130414	LOC100130414	20080610				
SPINT4	391253	391253	128495	C20orf137	20050510				
SPINT4	391253	391253	338450	SPINT4	20051028				
SPN	6693	6693	101929889	LOC101929889	20150315				
SPNS3	201305	201305	124977	LOC124977	20050510				
SPON1	10418	10418	84806	MGC10724	20050510				
SPON2	10417	10417	100322895	LOC100130872-SPON2	20101118				
SPPL2B	56928	56928	63937	KIAA1532	20050510				
SPPL3	121665	121665	25881	DKFZP586C1324	20050510				
SPRED3	399473	399473	374901	LOC374901	20050510				
SPRED3	399473	399473	388538	LOC388538	20050508				
SPRN	503542	503542	338543	LOC338543	20050510				
SPRN	503542	503542	399831	LOC399831	20050510				
SPRR2G	6706	6706	105371447	LOC105371447	20160609				
SPRY1	10252	10252	91129	LOC91129	20050510				
SPRY3	10251	10251	170187	LOC170187	20050510				
SPRY3	10251	10251	253479	LOC253479	20050510				
SPRYD4	283377	283377	121122	LOC121122	20050510				
SPRYD7	57213	57213	102723679	LOC102723679	20150315				
SPRYD7	57213	57213	65073	C13orf1	20050510				
SPSB3	90864	90864	64736	C16orf31	20070715				
SPTB	6710	6710	122884	LOC122884	20050510				
SPTBN1	6711	6711	116142	LOC116142	20050510				
SPTBN1	6711	6711	91654	LOC91654	20050510				
SPTBN2	6712	6712	105369445	LOC105369445	20160609				
SPTBN2	6712	6712	119879	LOC119879	20050510				
SPTBN2	6712	6712	6313	SCA5	20060212				
SPTBN4	57731	57731	80322	SPTBN4	20050510				
SPTLC1	10558	10558	3302	HSN1	20050510				
SPTLC1P3	100874499	100874499	101929968	LOC101929968	20140206				
SPTLC3	55304	55304	140911	SPTLC2L	20061208				
SQSTM1	8878	8878	54211	OSIL	20061007				
SQSTM1	8878	8878	94002	PDB3	20050510				
SRCIN1	80725	80725	54416	SNIP	20050510				
SRD5A1P1	6719	6719	100422708	LOC100422708	20100813				
SRD5A3	79644	79644	100301524	KRIZI	20120405				
SREBF1	6720	6720	124554	LOC124554	20050510				
SREK1	140890	140890	153522	LOC153522	20050509				
SREK1	140890	140890	57833	SRRP86	20050510				
SRGAP2	23380	23380	100132966	LOC100132966	20121206				
SRGAP2	23380	23380	440748	LOC440748	20090620				
SRGAP2B	647135	647135	101060664	LOC101060664	20130816				
SRGAP2B	647135	647135	441903	SRGAP2L	20070721				
SRGAP2B	647135	647135	730266	LOC730266	20070804				
SRGAP2C	653464	653464	100421345	LOC100421345	20100814				
SRGAP2C	653464	653464	440608	SRGAP2P1	20070614				
SRGAP2D	100996712	100996712	100996733	LOC100996733	20121208				
SRGAP2D	100996712	100996712	101060586	LOC101060586	20121208				
SRGAP2D	100996712	100996712	101060686	LOC101060686	20121208				
SRGAP3-AS3	100288831	100288831	100291231	LOC100291231	20100430				
SRGAP3-AS3	100288831	100288831	100509806	LOC100509806	20110803				
SRL	6345	6345	124470	LOC124470	20050510				
SRMP1	170552	170552	100419150	LOC100419150	20100813				
SRMP2	326269	326269	100419271	LOC100419271	20100813				
SRMS	6725	6725	128419	C20orf148	20050510				
SRMS	6725	6725	337947	C20orf148	20050217				
SRP68	6730	6730	27157	SRP68	20050510				
SRP68	6730	6730	96239	LOC96239	20050510				
SRP68P1	252841	252841	27167	SRPSMCR	20100804				
SRP72P1	100420752	100420752	414747	SRP72P1	20110924				
SRP72P2	153932	153932	100420632	LOC100420632	20100813				
SRP72P2	153932	153932	414748	SRP72P2	20110803				
SRP9P1	653226	653226	414307	SRP9L1	20090312				
SRP9P1	653226	653226	653942	LOC653942	20060323				
SRP9P1	653226	653226	83188	LOC83188	20050510				
SRPK2P	100419416	100419416	100419424	LOC100419424	20100813				
SRPK2P	100419416	100419416	548315	SRPK2P	20110805				
SRPR	6734	6734	219818	MGC9571	20050510				
SRPR	6734	6734	94501	LOC94501	20050510				
SRPX2	27286	27286	245969	BPP	20090325				
SRRM1	10250	10250	157635	LOC157635	20050510				
SRRM1P1	401475	401475	100420846	LOC100420846	20100813				
SRRM1P1	401475	401475	101928577	LOC101928577	20131213				
SRRM2	23524	23524	51462	SRM300	20050510				
SRRM2-AS1	100128788	100128788	146443	LOC146443	20090306				
SRRM4	84530	84530	144747	LOC144747	20050506				
SRSF1	6426	6426	645460	FLJ44342	20140627				
SRSF1	6426	6426	650453	LOC650453	20060312				
SRSF10	10772	10772	100505793	LOC100505793	20120411				
SRSF10	10772	10772	100996657	LOC100996657	20140412				
SRSF10	10772	10772	256946	LOC256946	20050510				
SRSF10	10772	10772	63902	FUSIP2	20050510				
SRSF10	10772	10772	642558	LOC642558	20090528				
SRSF10	10772	10772	727922	LOC727922	20080304				
SRSF10	10772	10772	89048	LOC89048	20050510				
SRSF10P1	100130799	100130799	387613	SRSF10P1	20110927				
SRSF1P1	100128625	100128625	100421225	LOC100421225	20100813				
SRSF3	6428	6428	221479	LOC221479	20050510				
SRSF4	6429	6429	95902	LOC95902	20050510				
SRSF7	6432	6432	130590	LOC130590	20050510				
SRSF7	6432	6432	29938	HSSG1	20050506				
SRSF7	6432	6432	87459	LOC87459	20050510				
SRSF8	10929	10929	112906	LOC112906	20050510				
SRSF8	10929	10929	115898	LOC115898	20050510				
SRSF9P1	54021	54021	100421231	LOC100421231	20100813				
SRSF9P1	54021	54021	140315	LOC140315	20050510				
SRSF9P1	54021	54021	402026	LOC402026	20090620				
SRY	6736	6736	6995	TDF	20050510				
SS18L2P1	646213	646213	651414	LOC651414	20060713				
SSBP2	23635	23635	51492	HSPC116	20050510				
SSBP3	23648	23648	170462	SSBP3	20050510				
SSBP3	23648	23648	55126	SSDP1	20050510				
SSBP4	170463	170463	84713	MGC3181	20050510				
SSC5D	284297	284297	199683	LOC199683	20050509				
SSH2	85464	85464	348245	LOC348245	20050510				
SSH3	54961	54961	55263	FLJ10928	20050510				
SSH3	54961	54961	82340	LOC82340	20050217				
SSPO	23145	23145	155063	FLJ45737	20050510				
SSPO	23145	23145	285970	FLJ36112	20050510				
SSPO	23145	23145	378202	LOC378202	20050510				
SSPO	23145	23145	401430	KIAA2036	20050510				
SSPO	23145	23145	402621	LOC402621	20050505				
SSPO	23145	23145	728646	LOC728646	20070620				
SSPO	23145	23145	729997	LOC729997	20070620				
SSPO	23145	23145	730349	LOC730349	20070802				
SSPO	23145	23145	730350	LOC730350	20070802				
SSPO	23145	23145	730885	LOC730885	20070619				
SSPO	23145	23145	730896	LOC730896	20070620				
SSR1	6745	6745	245783	LOC245783	20050510				
SSR4P1	728039	728039	732307	LOC732307	20080304				
SSR4P1	728039	728039	84739	C21orf122	20070928				
SSU72	29101	29101	79588	FLJ13048	20050510				
SSU72P2	390031	390031	338635	LOC338635	20050510				
SSU72P2	390031	390031	650536	LOC650536	20070619				
SSU72P3	143506	143506	338633	LOC338633	20050510				
SSU72P3	143506	143506	338636	LOC338636	20050510				
SSU72P4	441584	441584	119779	LOC119779	20050510				
SSU72P4	441584	441584	119781	LOC119781	20050510				
SSU72P4	441584	441584	196119	LOC196119	20050510				
SSU72P4	441584	441584	256875	LOC256875	20050510				
SSU72P4	441584	441584	390032	LOC390032	20050510				
SSU72P4	441584	441584	401660	LOC401660	20060306				
SSU72P5	196120	196120	650533	LOC650533	20090325				
SSU72P7	390033	390033	143505	LOC143505	20050510				
SSU72P7	390033	390033	375960	LOC375960	20050510				
SSU72P8	136157	136157	378345	LOC378345	20050510				
SSU72P8	136157	136157	392982	LOC392982	20070926				
SSX2B	727837	727837	653088	LOC653088	20060906				
SSX2IP	117178	117178	22892	KIAA0923	20050510				
SSX4	6759	6759	653530	LOC653530	20060504				
SSX6	280657	280657	100509575	LOC100509575	20120503				
SSX6	280657	280657	326575	SSXP2	20090827				
SSX8	280659	280659	90697	LOC90697	20050510				
SSXP1	326336	326336				-	326336	SSXP1	20140207
SSXP10	100287603	100287603	100290726	LOC100290726	20100430				
SSXP10	100287603	100287603	326589	SSXP10	20100619				
SSXP3	326341	326341	100420554	LOC100420554	20100813				
ST13	6767	6767	55455	PRO0786	20050502				
ST13	6767	6767	8937	P48	20050510				
ST13P1	729992	729992	442621	LOC442621	20080304				
ST13P1	729992	729992	647777	LOC647777	20060323				
ST13P10	399950	399950	649058	LOC649058	20070619				
ST13P18	643310	643310	648779	LOC648779	20070619				
ST13P20	729828	729828	732412	LOC732412	20070619				
ST13P21	642818	642818	649079	LOC649079	20070619				
ST13P3	144638	144638	100422609	LOC100422609	20100813				
ST13P3	144638	144638	245718	LOC245718	20050510				
ST13P4	145165	145165	145193	LOC145193	20050510				
ST13P4	145165	145165	82226	LOC82226	20050510				
ST13P4	145165	145165	88248	LOC88248	20050510				
ST13P6	157530	157530	93418	LOC93418	20050510				
ST13P7	155019	155019	100422607	LOC100422607	20100813				
ST14	6768	6768	10792	PRSS14_PENDING	20050510				
ST3GAL1	6482	6482	286167	LOC286167	20081119				
ST3GAL2	6483	6483	729518	LOC729518	20070629				
ST3GAL3	6487	6487	100101420	MRT12	20140201				
ST3GAL4	6484	6484	100129068	LOC100129068	20080611				
ST3GAL4	6484	6484	80040	FLJ11867	20050510				
ST6GAL1	6480	6480	102723861	LOC102723861	20150315				
ST6GAL2	84620	84620	100129665	LOC100129665	20081127				
ST6GAL2	84620	84620	6481	SIAT2	20050510				
ST6GALNAC2	10610	10610	6488	SIAT7B	20050510				
ST7	7982	7982	54679	FAM4A1	20050510				
ST7-AS2	93654	93654	101928159	ST7OT2	20131228				
ST7-OT3	93655	93655	337946	ST7OT3	20050217				
ST8SIA3	51046	51046	284258	LOC284258	20050510				
ST8SIA3	51046	51046	55564	LOC55564	20050510				
ST8SIA3	51046	51046	83169	LOC83169	20050510				
ST8SIA6	338596	338596	222405	ST8SIA-VI	20050510				
STAB2	55576	55576	58474	FELL	20050502				
STAG3L1	54441	54441	100505707	LOC100505707	20101215				
STAM2	10254	10254	51453	DKFZp564C047	20050510				
STAMBP	10617	10617	100507148	LOC100507148	20110630				
STARD10	10809	10809	58501	CGI-52	20050510				
STARD13	90627	90627	100874181	LINC00464	20140509				
STARD4	134429	134429	154899	STARD4	20050510				
STARD5	80765	80765	155077	STARD5	20050510				
STARD6	147323	147323	155089	STARD6	20050510				
STARD9	57519	57519	645106	LOC645106	20090911				
STARD9	57519	57519	645111	LOC645111	20090225				
STARD9	57519	57519	649871	LOC649871	20060418				
STARD9	57519	57519	649878	LOC649878	20060418				
STARD9	57519	57519	84341	FLJ21936	20050510				
STARP1	6771	6771	100421138	LOC100421138	20100813				
STAT3	6774	6774	114129	MGC16063	20050510				
STAT3	6774	6774	50949	HIES	20080822				
STAT4	6775	6775	100653387	SLEB11	20120404				
STAT5B	6777	6777	107984978	LOC107984978	20180329				
STAT5B	6777	6777	50695	STAT5	20050510				
STC1	6781	6781	82914	LOC82914	20050510				
STEAP2	261729	261729	116836	STMP	20050510				
STEAP2	261729	261729	50630	PCANAP1	20050510				
STK10	6793	6793	55404	PRO2729	20050510				
STK10	6793	6793	729035	LOC729035	20070301				
STK16	8576	8576	84854	MGC16211	20090220				
STK16P1	326107	326107	100420173	LOC100420173	20100811				
STK19	8859	8859	113780	LOC113780	20050510				
STK19	8859	8859	154190	LOC154190	20050510				
STK19	8859	8859	202520	LOC202520	20050510				
STK19	8859	8859	29996	RP1	20050510				
STK19P	373159	373159	100294221	LOC100294221	20100826				
STK19P	373159	373159	100507684	LOC100507684	20110629				
STK19P	373159	373159	100507708	LOC100507708	20110629				
STK24	8428	8428	27431	STK3	20050510				
STK3	6788	6788	113089	LOC113089	20050510				
STK3	6788	6788	116036	LOC116036	20050510				
STK32C	282974	282974	102724967	LOC102724967	20150315				
STK33	65975	65975	105376537	LOC105376537	20160609				
STK33P1	553118	553118	100420009	LOC100420009	20100811				
STK4	6789	6789	200227	LOC200227	20050502				
STK4-AS1	100505826	100505826	100507936	LOC100507936	20110601				
STL	7955	7955	202460	LOC202460	20061108				
STMN1	3925	3925	149421	C1orf215	20090228				
STMN1P2	100289663	100289663	100292638	LOC100292638	20100430				
STMN3	50861	50861	115848	LOC115848	20050510				
