symbol	geneid	disorders
CHST14	113189	[2953:Musculocontractural_Ehlers-Danlos_syndrome]
CHST14	ENSG00000169105	[2953:Musculocontractural_Ehlers-Danlos_syndrome]
CHST3	9469	[263463:CHST3-related_skeletal_dysplasia]
CHST3	ENSG00000122863	[263463:CHST3-related_skeletal_dysplasia]
CHST6	4166	[98969:Macular_corneal_dystrophy]
CHST6	ENSG00000183196	[98969:Macular_corneal_dystrophy]
CHST8	64377	[263548:Peeling_skin_syndrome_type_A]
CHST8	ENSG00000124302	[263548:Peeling_skin_syndrome_type_A]
CHSY1	22856	[363417:Temtamy_preaxial_brachydactyly_syndrome]
CHSY1	ENSG00000131873	[363417:Temtamy_preaxial_brachydactyly_syndrome]
CHUK	1147	[465824:Fetal_encasement_syndrome]
CHUK	ENSG00000213341	[465824:Fetal_encasement_syndrome]
CIB1	10519	[302:Epidermodysplasia_verruciformis]
CIB1	ENSG00000185043	[302:Epidermodysplasia_verruciformis]
CIB2	10518	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB],[231169:Usher_syndrome_type_1]
CIB2	ENSG00000136425	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB],[231169:Usher_syndrome_type_1]
CIC	23152	[178469:Autosomal_dominant_non-syndromic_intellectual_disability]
CIC	ENSG00000079432	[178469:Autosomal_dominant_non-syndromic_intellectual_disability]
CIDEC	63924	[435651:CIDEC-related_familial_partial_lipodystrophy]
CIDEC	ENSG00000187288	[435651:CIDEC-related_familial_partial_lipodystrophy]
CIITA	4261	[572:Immunodeficiency_by_defective_expression_of_MHC_class_II]
CIITA	ENSG00000179583	[572:Immunodeficiency_by_defective_expression_of_MHC_class_II]
CIRH1A	84916	[168583:Hereditary_North_American_Indian_childhood_cirrhosis]
CIRH1A	ENSG00000141076	[168583:Hereditary_North_American_Indian_childhood_cirrhosis]
CISD2	493856	[3463:Wolfram_syndrome]
CISD2	ENSG00000145354	[3463:Wolfram_syndrome]
CIT	11113	[2512:Autosomal_recessive_primary_microcephaly]
CIT	ENSG00000122966	[2512:Autosomal_recessive_primary_microcephaly]
CITED2	10370	[99103:Atrial_septal_defect,_ostium_secundum_type],[99105:Atrial_septal_defect,_sinus_venosus_type],[101063:Situs_inversus_totalis],[3303:Tetralogy_of_Fallot]
CITED2	ENSG00000164442	[99103:Atrial_septal_defect,_ostium_secundum_type],[99105:Atrial_septal_defect,_sinus_venosus_type],[101063:Situs_inversus_totalis],[3303:Tetralogy_of_Fallot]
CIZ1	25792	[420492:Adult-onset_cervical_dystonia,_DYT23_type]
CIZ1	ENSG00000148337	[420492:Adult-onset_cervical_dystonia,_DYT23_type]
CKAP2L	150468	[3255:Filippi_syndrome]
CKAP2L	ENSG00000169607	[3255:Filippi_syndrome]
CLCA4	22802	[586:Cystic_fibrosis]
CLCA4	ENSG00000016602	[586:Cystic_fibrosis]
CLCF1	23529	[157820:Cold-induced_sweating_syndrome],[1545:Crisponi_syndrome]
CLCF1	ENSG00000175505	[157820:Cold-induced_sweating_syndrome],[1545:Crisponi_syndrome]
CLCN1	1180	[614:Thomsen_and_Becker_disease]
CLCN1	ENSG00000188037	[614:Thomsen_and_Becker_disease]
CLCN2	1181	[307:Juvenile_myoclonic_epilepsy],[363540:Leukoencephalopathy_with_mild_cerebellar_ataxia_and_white_matter_edema]
CLCN2	ENSG00000114859	[307:Juvenile_myoclonic_epilepsy],[363540:Leukoencephalopathy_with_mild_cerebellar_ataxia_and_white_matter_edema]
CLCN4	1183	[485350:CLCN4-related_X-linked_intellectual_disability_syndrome],[777:X-linked_non-syndromic_intellectual_disability]
CLCN4	ENSG00000073464	[485350:CLCN4-related_X-linked_intellectual_disability_syndrome],[777:X-linked_non-syndromic_intellectual_disability]
CLCN5	1184	[93622:Dent_disease_type_1]
CLCN5	ENSG00000171365	[93622:Dent_disease_type_1]
CLCN7	1186	[53:Albers-Schönberg_osteopetrosis],[667:Autosomal_recessive_malignant_osteopetrosis],[210110:Intermediate_osteopetrosis]
CLCN7	ENSG00000103249	[53:Albers-Schönberg_osteopetrosis],[667:Autosomal_recessive_malignant_osteopetrosis],[210110:Intermediate_osteopetrosis]
CLCNKA	1187	[89938:Infantile_Bartter_syndrome_with_sensorineural_deafness]
CLCNKA	ENSG00000186510	[89938:Infantile_Bartter_syndrome_with_sensorineural_deafness]
CLCNKB	1188	[93605:Classic_Bartter_syndrome],[358:Gitelman_syndrome],[89938:Infantile_Bartter_syndrome_with_sensorineural_deafness]
CLCNKB	ENSG00000184908	[93605:Classic_Bartter_syndrome],[358:Gitelman_syndrome],[89938:Infantile_Bartter_syndrome_with_sensorineural_deafness]
CLDN1	9076	[59303:Neonatal_ichthyosis-sclerosing_cholangitis_syndrome]
CLDN1	ENSG00000163347	[59303:Neonatal_ichthyosis-sclerosing_cholangitis_syndrome]
CLDN10	9071	[528105:Hypohidrosis-electrolyte_imbalance-lacrimal_gland_dysfunction-ichthyosis-xerostomia_syndrome]
CLDN10	ENSG00000134873	[528105:Hypohidrosis-electrolyte_imbalance-lacrimal_gland_dysfunction-ichthyosis-xerostomia_syndrome]
CLDN14	23562	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB]
CLDN14	ENSG00000159261	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB]
CLDN16	10686	[31043:Familial_primary_hypomagnesemia_with_hypercalciuria_and_nephrocalcinosis_without_severe_ocular_involvement]
CLDN16	ENSG00000113946	[31043:Familial_primary_hypomagnesemia_with_hypercalciuria_and_nephrocalcinosis_without_severe_ocular_involvement]
CLDN19	149461	[2196:Familial_primary_hypomagnesemia_with_hypercalciuria_and_nephrocalcinosis_with_severe_ocular_involvement]
CLDN19	ENSG00000164007	[2196:Familial_primary_hypomagnesemia_with_hypercalciuria_and_nephrocalcinosis_with_severe_ocular_involvement]
CLEC7A	64581	[1334:Chronic_mucocutaneous_candidiasis]
CLEC7A	ENSG00000172243	[1334:Chronic_mucocutaneous_candidiasis]
CLIC2	1193	[324410:X-linked_intellectual_disability-cardiomegaly-congestive_heart_failure_syndrome]
CLIC2	ENSG00000155962	[324410:X-linked_intellectual_disability-cardiomegaly-congestive_heart_failure_syndrome]
CLIC5	53405	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB]
CLIC5	ENSG00000112782	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB]
CLIP1	6249	[88616:Autosomal_recessive_non-syndromic_intellectual_disability]
CLIP1	ENSG00000130779	[88616:Autosomal_recessive_non-syndromic_intellectual_disability]
CLIP2	7461	[904:Williams_syndrome]
CLIP2	ENSG00000106665	[904:Williams_syndrome]
CLMP	79827	[2301:Congenital_short_bowel_syndrome]
CLMP	ENSG00000166250	[2301:Congenital_short_bowel_syndrome]
CLN3	1201	[228346:CLN3_disease]
CLN3	ENSG00000188603	[228346:CLN3_disease]
CLN3	ENSG00000261832	[228346:CLN3_disease]
CLN5	1203	[228360:CLN5_disease]
CLN5	ENSG00000102805	[228360:CLN5_disease]
CLN6	54982	[228340:CLN4A_disease],[228363:CLN6_disease]
CLN6	ENSG00000128973	[228340:CLN4A_disease],[228363:CLN6_disease]
CLN8	2055	[228354:CLN8_disease],[1947:Progressive_epilepsy-intellectual_disability_syndrome,_Finnish_type]
CLN8	ENSG00000182372	[228354:CLN8_disease],[1947:Progressive_epilepsy-intellectual_disability_syndrome,_Finnish_type]
CLP1	10978	[411493:Pontocerebellar_hypoplasia_type_10]
CLP1	ENSG00000172409	[411493:Pontocerebellar_hypoplasia_type_10]
CLPB	81570	[445038:3-methylglutaconic_aciduria_type_7]
CLPB	ENSG00000162129	[445038:3-methylglutaconic_aciduria_type_7]
CLPP	8192	[2855:Perrault_syndrome]
CLPP	ENSG00000125656	[2855:Perrault_syndrome]
CLRN1	7401	[791:Retinitis_pigmentosa],[231183:Usher_syndrome_type_3]
CLRN1	ENSG00000163646	[791:Retinitis_pigmentosa],[231183:Usher_syndrome_type_3]
CLTC	1213	[178469:Autosomal_dominant_non-syndromic_intellectual_disability],[178342:Inflammatory_myofibroblastic_tumor],[319308:MiT_family_translocation_renal_cell_carcinoma],[442835:Undetermined_early-onset_epileptic_encephalopathy]
CLTC	ENSG00000141367	[178469:Autosomal_dominant_non-syndromic_intellectual_disability],[178342:Inflammatory_myofibroblastic_tumor],[319308:MiT_family_translocation_renal_cell_carcinoma],[442835:Undetermined_early-onset_epileptic_encephalopathy]
CLTCL1	8218	[453510:Congenital_insensitivity_to_pain_with_severe_intellectual_disability]
CLTCL1	ENSG00000070371	[453510:Congenital_insensitivity_to_pain_with_severe_intellectual_disability]
CNBP	7555	[606:Proximal_myotonic_myopathy]
CNBP	ENSG00000169714	[606:Proximal_myotonic_myopathy]
CNGA1	1259	[791:Retinitis_pigmentosa]
CNGA1	ENSG00000198515	[791:Retinitis_pigmentosa]
CNGA2	1260	[88620:Isolated_congenital_anosmia]
CNGA2	ENSG00000183862	[88620:Isolated_congenital_anosmia]
CNGA3	1261	[49382:Achromatopsia],[1872:Cone_rod_dystrophy]
CNGA3	ENSG00000144191	[49382:Achromatopsia],[1872:Cone_rod_dystrophy]
CNGB1	1258	[791:Retinitis_pigmentosa]
CNGB1	ENSG00000070729	[791:Retinitis_pigmentosa]
CNGB3	54714	[49382:Achromatopsia],[1871:Progressive_cone_dystrophy],[827:Stargardt_disease]
CNGB3	ENSG00000170289	[49382:Achromatopsia],[1871:Progressive_cone_dystrophy],[827:Stargardt_disease]
CNKSR2	22866	[442835:Undetermined_early-onset_epileptic_encephalopathy],[777:X-linked_non-syndromic_intellectual_disability]
CNKSR2	ENSG00000149970	[442835:Undetermined_early-onset_epileptic_encephalopathy],[777:X-linked_non-syndromic_intellectual_disability]
CNNM2	54805	[34527:Familial_primary_hypomagnesemia_with_normocalciuria_and_normocalcemia]
CNNM2	ENSG00000148842	[34527:Familial_primary_hypomagnesemia_with_normocalciuria_and_normocalcemia]
CNNM4	26504	[1873:Jalili_syndrome]
CNNM4	ENSG00000158158	[1873:Jalili_syndrome]
CNOT3	4849	[99861:Precursor_T-cell_acute_lymphoblastic_leukemia]
CNOT3	ENSG00000088038	[99861:Precursor_T-cell_acute_lymphoblastic_leukemia]
CNPY3	10695	[3451:West_syndrome]
CNPY3	ENSG00000137161	[3451:West_syndrome]
CNTN1	1272	[210163:Congenital_lethal_myopathy,_Compton-North_type]
CNTN1	ENSG00000018236	[210163:Congenital_lethal_myopathy,_Compton-North_type]
CNTN2	6900	[86814:Benign_adult_familial_myoclonic_epilepsy]
CNTN2	ENSG00000184144	[86814:Benign_adult_familial_myoclonic_epilepsy]
CNTNAP1	8506	[2680:Hypomyelination_neuropathy-arthrogryposis_syndrome]
CNTNAP1	ENSG00000108797	[2680:Hypomyelination_neuropathy-arthrogryposis_syndrome]
CNTNAP2	26047	[163681:Cortical_dysplasia-focal_epilepsy_syndrome],[221150:Pitt-Hopkins-like_syndrome]
CNTNAP2	ENSG00000174469	[163681:Cortical_dysplasia-focal_epilepsy_syndrome],[221150:Pitt-Hopkins-like_syndrome]
COA3	28958	[254905:Isolated_cytochrome_C_oxidase_deficiency]
COA3	ENSG00000183978	[254905:Isolated_cytochrome_C_oxidase_deficiency]
COA5	493753	[1561:Fatal_infantile_cytochrome_C_oxidase_deficiency]
COA5	ENSG00000183513	[1561:Fatal_infantile_cytochrome_C_oxidase_deficiency]
COA6	388753	[1561:Fatal_infantile_cytochrome_C_oxidase_deficiency]
COA6	ENSG00000168275	[1561:Fatal_infantile_cytochrome_C_oxidase_deficiency]
COASY	80347	[397725:COASY_protein-associated_neurodegeneration]
COASY	ENSG00000068120	[397725:COASY_protein-associated_neurodegeneration]
COCH	1690	[90635:Autosomal_dominant_non-syndromic_sensorineural_deafness_type_DFNA]
COCH	ENSG00000100473	[90635:Autosomal_dominant_non-syndromic_sensorineural_deafness_type_DFNA]
COG1	9382	[263508:COG1-CDG]
COG1	ENSG00000166685	[263508:COG1-CDG]
COG2	22796	[435934:COG2-CDG]
COG2	ENSG00000135775	[435934:COG2-CDG]
COG4	25839	[263501:COG4-CDG],[85172:Microcephalic_osteodysplastic_dysplasia,_Saul-Wilson_type]
COG4	ENSG00000103051	[263501:COG4-CDG],[85172:Microcephalic_osteodysplastic_dysplasia,_Saul-Wilson_type]
COG5	10466	[263487:COG5-CDG]
COG5	ENSG00000164597	[263487:COG5-CDG]
COG6	57511	[464443:COG6-CGD],[363523:Hypohidrosis-enamel_hypoplasia-palmoplantar_keratoderma-intellectual_disability_syndrome]
COG6	ENSG00000133103	[464443:COG6-CGD],[363523:Hypohidrosis-enamel_hypoplasia-palmoplantar_keratoderma-intellectual_disability_syndrome]
COG7	91949	[79333:COG7-CDG]
COG7	ENSG00000168434	[79333:COG7-CDG]
COG8	84342	[95428:COG8-CDG]
COG8	ENSG00000213380	[95428:COG8-CDG]
COL10A1	1300	[174:Metaphyseal_chondrodysplasia,_Schmid_type]
COL10A1	ENSG00000123500	[174:Metaphyseal_chondrodysplasia,_Schmid_type]
COL11A1	1301	[440354:Autosomal_dominant_myopia-midfacial_retrusion-sensorineural_hearing_loss-rhizomelic_dysplasia_syndrome],[250984:Autosomal_recessive_Stickler_syndrome],[2021:Fibrochondrogenesis],[560:Marshall_syndrome],[90654:Stickler_syndrome_type_2]
COL11A1	ENSG00000060718	[440354:Autosomal_dominant_myopia-midfacial_retrusion-sensorineural_hearing_loss-rhizomelic_dysplasia_syndrome],[250984:Autosomal_recessive_Stickler_syndrome],[2021:Fibrochondrogenesis],[560:Marshall_syndrome],[90654:Stickler_syndrome_type_2]
COL11A2	1302	[90635:Autosomal_dominant_non-syndromic_sensorineural_deafness_type_DFNA],[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB],[2021:Fibrochondrogenesis],[1427:Otospondylomegaepiphyseal_dysplasia],[166100:Stickler_syndrome_type_3],[3450:Weissenbacher-_Zweymuller_syndrome]
COL11A2	ENSG00000204248	[90635:Autosomal_dominant_non-syndromic_sensorineural_deafness_type_DFNA],[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB],[2021:Fibrochondrogenesis],[1427:Otospondylomegaepiphyseal_dysplasia],[166100:Stickler_syndrome_type_3],[3450:Weissenbacher-_Zweymuller_syndrome]
COL12A1	1303	[610:Bethlem_myopathy],[75840:Congenital_muscular_dystrophy,_Ullrich_type],[536516:Myopathic_Ehlers-Danlos_syndrome]
COL12A1	ENSG00000111799	[610:Bethlem_myopathy],[75840:Congenital_muscular_dystrophy,_Ullrich_type],[536516:Myopathic_Ehlers-Danlos_syndrome]
COL13A1	1305	[98913:Postsynaptic_congenital_myasthenic_syndromes],[98914:Presynaptic_congenital_myasthenic_syndromes]
COL13A1	ENSG00000197467	[98913:Postsynaptic_congenital_myasthenic_syndromes],[98914:Presynaptic_congenital_myasthenic_syndromes]
COL14A1	7373	[79501:Punctate_palmoplantar_keratoderma_type_1]
COL14A1	ENSG00000187955	[79501:Punctate_palmoplantar_keratoderma_type_1]
COL17A1	1308	[293381:Epithelial_recurrent_erosion_dystrophy],[79402:Junctional_epidermolysis_bullosa,_generalized_intermediate],[79406:Late-onset_junctional_epidermolysis_bullosa],[251393:Localized_junctional_epidermolysis_bullosa,_non-Herlitz_type]
COL17A1	ENSG00000065618	[293381:Epithelial_recurrent_erosion_dystrophy],[79402:Junctional_epidermolysis_bullosa,_generalized_intermediate],[79406:Late-onset_junctional_epidermolysis_bullosa],[251393:Localized_junctional_epidermolysis_bullosa,_non-Herlitz_type]
COL18A1	80781	[1571:Knobloch_syndrome]
COL18A1	ENSG00000182871	[1571:Knobloch_syndrome]
COL1A1	1277	[1899:Arthrochalasia_Ehlers-Danlos_syndrome],[1310:Caffey_disease],[287:Classical_Ehlers-Danlos_syndrome],[31112:Dermatofibrosarcoma_protuberans],[230857:Ehlers-Danlos/osteogenesis_imperfecta_syndrome],[314029:High_bone_mass_osteogenesis_imperfecta],[216796:Osteogenesis_imperfecta_type_1],[216804:Osteogenesis_imperfecta_type_2],[216812:Osteogenesis_imperfecta_type_3],[216820:Osteogenesis_imperfecta_type_4]
COL1A1	ENSG00000108821	[1899:Arthrochalasia_Ehlers-Danlos_syndrome],[1310:Caffey_disease],[287:Classical_Ehlers-Danlos_syndrome],[31112:Dermatofibrosarcoma_protuberans],[230857:Ehlers-Danlos/osteogenesis_imperfecta_syndrome],[314029:High_bone_mass_osteogenesis_imperfecta],[216796:Osteogenesis_imperfecta_type_1],[216804:Osteogenesis_imperfecta_type_2],[216812:Osteogenesis_imperfecta_type_3],[216820:Osteogenesis_imperfecta_type_4]
COL1A2	1278	[1899:Arthrochalasia_Ehlers-Danlos_syndrome],[230851:Cardiac-valvular_Ehlers-Danlos_syndrome],[230857:Ehlers-Danlos/osteogenesis_imperfecta_syndrome],[314029:High_bone_mass_osteogenesis_imperfecta],[216796:Osteogenesis_imperfecta_type_1],[216804:Osteogenesis_imperfecta_type_2],[216812:Osteogenesis_imperfecta_type_3],[216820:Osteogenesis_imperfecta_type_4]
COL1A2	ENSG00000164692	[1899:Arthrochalasia_Ehlers-Danlos_syndrome],[230851:Cardiac-valvular_Ehlers-Danlos_syndrome],[230857:Ehlers-Danlos/osteogenesis_imperfecta_syndrome],[314029:High_bone_mass_osteogenesis_imperfecta],[216796:Osteogenesis_imperfecta_type_1],[216804:Osteogenesis_imperfecta_type_2],[216812:Osteogenesis_imperfecta_type_3],[216820:Osteogenesis_imperfecta_type_4]
COL25A1	84570	[91411:Congenital_ptosis],[233:Duane_retraction_syndrome]
COL25A1	ENSG00000188517	[91411:Congenital_ptosis],[233:Duane_retraction_syndrome]
COL27A1	85301	[438117:Steel_syndrome]
COL27A1	ENSG00000196739	[438117:Steel_syndrome]
COL2A1	1280	[93296:Achondrogenesis_type_2],[209867:Autosomal_dominant_rhegmatogenous_retinal_detachment],[137678:Czech_dysplasia,_metatarsal_type],[85198:Dysspondyloenchondromatosis],[86820:Familial_avascular_necrosis_of_femoral_head],[93297:Hypochondrogenesis],[485:Kniest_dysplasia],[2380:Legg-Calvé-Perthes_disease],[93279:Mild_spondyloepiphyseal_dysplasia_due_to_COL2A1_mutation_with_early-onset_osteoarthritis],[166011:Multiple_epiphyseal_dysplasia,_Beighton_type],[85166:Platyspondylic_dysplasia,_Torrance_type],[93346:Spondyloepimetaphyseal_dysplasia_congenita,_Strudwick_type],[459051:Spondyloepiphyseal_dysplasia,_Stanescu_type],[94068:Spondyloepiphyseal_dysplasia_congenita],[93315:Spondylometaphyseal_dysplasia,_'corner_fracture'_type],[93316:Spondylometaphyseal_dysplasia,_Schmidt_type],[1856:Spondyloperipheral_dysplasia-short_ulna_syndrome],[90653:Stickler_syndrome_type_1],[3450:Weissenbacher-_Zweymuller_syndrome]
COL2A1	ENSG00000139219	[93296:Achondrogenesis_type_2],[209867:Autosomal_dominant_rhegmatogenous_retinal_detachment],[137678:Czech_dysplasia,_metatarsal_type],[85198:Dysspondyloenchondromatosis],[86820:Familial_avascular_necrosis_of_femoral_head],[93297:Hypochondrogenesis],[485:Kniest_dysplasia],[2380:Legg-Calvé-Perthes_disease],[93279:Mild_spondyloepiphyseal_dysplasia_due_to_COL2A1_mutation_with_early-onset_osteoarthritis],[166011:Multiple_epiphyseal_dysplasia,_Beighton_type],[85166:Platyspondylic_dysplasia,_Torrance_type],[93346:Spondyloepimetaphyseal_dysplasia_congenita,_Strudwick_type],[459051:Spondyloepiphyseal_dysplasia,_Stanescu_type],[94068:Spondyloepiphyseal_dysplasia_congenita],[93315:Spondylometaphyseal_dysplasia,_'corner_fracture'_type],[93316:Spondylometaphyseal_dysplasia,_Schmidt_type],[1856:Spondyloperipheral_dysplasia-short_ulna_syndrome],[90653:Stickler_syndrome_type_1],[3450:Weissenbacher-_Zweymuller_syndrome]
COL3A1	1281	[2500:Acrogeria],[86:Familial_abdominal_aortic_aneurysm],[231160:Familial_cerebral_saccular_aneurysm],[286:Vascular_Ehlers-Danlos_syndrome]
COL3A1	ENSG00000168542	[2500:Acrogeria],[86:Familial_abdominal_aortic_aneurysm],[231160:Familial_cerebral_saccular_aneurysm],[286:Vascular_Ehlers-Danlos_syndrome]
COL4A1	1282	[36383:COL4A1-related_familial_vascular_leukoencephalopathy],[99810:Familial_porencephaly],[481986:Familial_schizencephaly],[73229:HANAC_syndrome],[477749:Pontine_autosomal_dominant_microangiopathy_with_leukoencephalopathy],[75326:Retinal_arterial_tortuosity],[899:Walker-Warburg_syndrome]
COL4A1	ENSG00000187498	[36383:COL4A1-related_familial_vascular_leukoencephalopathy],[99810:Familial_porencephaly],[481986:Familial_schizencephaly],[73229:HANAC_syndrome],[477749:Pontine_autosomal_dominant_microangiopathy_with_leukoencephalopathy],[75326:Retinal_arterial_tortuosity],[899:Walker-Warburg_syndrome]
COL4A2	1284	[99810:Familial_porencephaly]
COL4A2	ENSG00000134871	[99810:Familial_porencephaly]
COL4A3	1285	[88918:Autosomal_dominant_Alport_syndrome],[88919:Autosomal_recessive_Alport_syndrome],[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis]
COL4A3	ENSG00000169031	[88918:Autosomal_dominant_Alport_syndrome],[88919:Autosomal_recessive_Alport_syndrome],[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis]
COL4A4	1286	[88918:Autosomal_dominant_Alport_syndrome],[88919:Autosomal_recessive_Alport_syndrome]
COL4A4	ENSG00000081052	[88918:Autosomal_dominant_Alport_syndrome],[88919:Autosomal_recessive_Alport_syndrome]
COL4A5	1287	[88917:X-linked_Alport_syndrome],[1018:X-linked_Alport_syndrome-diffuse_leiomyomatosis]
COL4A5	ENSG00000188153	[88917:X-linked_Alport_syndrome],[1018:X-linked_Alport_syndrome-diffuse_leiomyomatosis]
COL4A6	1288	[1018:X-linked_Alport_syndrome-diffuse_leiomyomatosis],[90625:X-linked_non-syndromic_sensorineural_deafness_type_DFN]
COL4A6	ENSG00000197565	[1018:X-linked_Alport_syndrome-diffuse_leiomyomatosis],[90625:X-linked_non-syndromic_sensorineural_deafness_type_DFN]
COL5A1	1289	[287:Classical_Ehlers-Danlos_syndrome]
COL5A1	ENSG00000130635	[287:Classical_Ehlers-Danlos_syndrome]
